"","rowname","variable","value","geoid"
"10968","I.6","hh4",40.895,"51059421800"
"10969","I.7","hh4",50.404,"51059421800"
"10970","I.8","hh4",32.34,"51059421800"
"10971","I.9","hh4",18.464,"51059421800"
"10972","I.1","hh5",4.959,"51059421800"
"10973","I.2","hh5",10.483,"51059421800"
"10974","I.3","hh5",27.575,"51059421800"
"10975","I.4","hh5",26.828,"51059421800"
"10976","I.5","hh5",33.96,"51059421800"
"10977","I.6","hh5",56.535,"51059421800"
"10978","I.7","hh5",51.793,"51059421800"
"10979","I.8","hh5",35.585,"51059421800"
"10980","I.9","hh5",10.28,"51059421800"
"10981","I.1","hh1",16.529,"51059421702"
"10982","I.2","hh1",8.072,"51059421702"
"10983","I.3","hh1",8.615,"51059421702"
"10984","I.4","hh1",18.743,"51059421702"
"10985","I.5","hh1",32.343,"51059421702"
"10986","I.6","hh1",45.494,"51059421702"
"10987","I.7","hh1",58.976,"51059421702"
"10988","I.8","hh1",29.42,"51059421702"
"10989","I.9","hh1",11.809,"51059421702"
"10990","I.1","hh2",5.5,"51059421702"
"10991","I.2","hh2",4.669,"51059421702"
"10992","I.3","hh2",5.858,"51059421702"
"10993","I.4","hh2",6.025,"51059421702"
"10994","I.5","hh2",21.826,"51059421702"
"10995","I.6","hh2",61.858,"51059421702"
"10996","I.7","hh2",110.242,"51059421702"
"10997","I.8","hh2",87.569,"51059421702"
"10998","I.9","hh2",54.453,"51059421702"
"10999","I.1","hh3",8.548,"51059421702"
"11000","I.2","hh3",7.105,"51059421702"
"11001","I.3","hh3",2.854,"51059421702"
"11002","I.4","hh3",6.298,"51059421702"
"11003","I.5","hh3",11.831,"51059421702"
"11004","I.6","hh3",63.838,"51059421702"
"11005","I.7","hh3",68.933,"51059421702"
"11006","I.8","hh3",80.099,"51059421702"
"11007","I.9","hh3",33.494,"51059421702"
"11008","I.1","hh4",0.157,"51059421702"
"11009","I.2","hh4",2.232,"51059421702"
"11010","I.3","hh4",0.879,"51059421702"
"11011","I.4","hh4",4.371,"51059421702"
"11012","I.5","hh4",8.122,"51059421702"
"11013","I.6","hh4",11.729,"51059421702"
"11014","I.7","hh4",23.578,"51059421702"
"11015","I.8","hh4",15.78,"51059421702"
"11016","I.9","hh4",22.153,"51059421702"
"11017","I.1","hh5",2.266,"51059421702"
"11018","I.2","hh5",2.922,"51059421702"
"11019","I.3","hh5",2.795,"51059421702"
"11020","I.4","hh5",7.563,"51059421702"
"11021","I.5","hh5",7.878,"51059421702"
"11022","I.6","hh5",79.081,"51059421702"
"11023","I.7","hh5",149.271,"51059421702"
"11024","I.8","hh5",97.132,"51059421702"
"11025","I.9","hh5",20.091,"51059421702"
"11026","I.1","hh1",20.542,"51059421701"
"11027","I.2","hh1",22.472,"51059421701"
"11028","I.3","hh1",49.968,"51059421701"
"11029","I.4","hh1",103.909,"51059421701"
"11030","I.5","hh1",93.745,"51059421701"
"11031","I.6","hh1",73.993,"51059421701"
"11032","I.7","hh1",87.498,"51059421701"
"11033","I.8","hh1",8.205,"51059421701"
"11034","I.9","hh1",13.667,"51059421701"
"11035","I.1","hh2",4.485,"51059421701"
"11036","I.2","hh2",9.33,"51059421701"
"11037","I.3","hh2",23.327,"51059421701"
"11038","I.4","hh2",21.743,"51059421701"
"11039","I.5","hh2",44.022,"51059421701"
"11040","I.6","hh2",49.247,"51059421701"
"11041","I.7","hh2",81.214,"51059421701"
"11042","I.8","hh2",13.858,"51059421701"
"11043","I.9","hh2",48.774,"51059421701"
"11044","I.1","hh3",7.107,"51059421701"
"11045","I.2","hh3",19.519,"51059421701"
"11046","I.3","hh3",25.513,"51059421701"
"11047","I.4","hh3",57.634,"51059421701"
"11048","I.5","hh3",34.449,"51059421701"
"11049","I.6","hh3",52.36,"51059421701"
"11050","I.7","hh3",48.9,"51059421701"
"11051","I.8","hh3",7.666,"51059421701"
"11052","I.9","hh3",30.852,"51059421701"
"11053","I.1","hh4",0.28,"51059421701"
"11054","I.2","hh4",9.706,"51059421701"
"11055","I.3","hh4",11.71,"51059421701"
"11056","I.4","hh4",64.936,"51059421701"
"11057","I.5","hh4",38.88,"51059421701"
"11058","I.6","hh4",37.864,"51059421701"
"11059","I.7","hh4",65.549,"51059421701"
"11060","I.8","hh4",5.543,"51059421701"
"11061","I.9","hh4",31.532,"51059421701"
"11062","I.1","hh5",1.586,"51059421701"
"11063","I.2","hh5",7.974,"51059421701"
"11064","I.3","hh5",30.482,"51059421701"
"11065","I.4","hh5",90.779,"51059421701"
"11066","I.5","hh5",22.904,"51059421701"
"11067","I.6","hh5",35.535,"51059421701"
"11068","I.7","hh5",56.838,"51059421701"
"11069","I.8","hh5",4.728,"51059421701"
"11070","I.9","hh5",17.174,"51059421701"
"11071","I.1","hh1",43.054,"51059421600"
"11072","I.2","hh1",29.875,"51059421600"
"11073","I.3","hh1",43.037,"51059421600"
"11074","I.4","hh1",77.479,"51059421600"
"11075","I.5","hh1",87.68,"51059421600"
"11076","I.6","hh1",61.589,"51059421600"
"11077","I.7","hh1",70.909,"51059421600"
"11078","I.8","hh1",31.702,"51059421600"
"11079","I.9","hh1",8.675,"51059421600"
"11080","I.1","hh2",15.154,"51059421600"
"11081","I.2","hh2",20.129,"51059421600"
"11082","I.3","hh2",37.359,"51059421600"
"11083","I.4","hh2",30.23,"51059421600"
"11084","I.5","hh2",61.932,"51059421600"
"11085","I.6","hh2",64.138,"51059421600"
"11086","I.7","hh2",98.02,"51059421600"
"11087","I.8","hh2",68.413,"51059421600"
"11088","I.9","hh2",34.625,"51059421600"
"11089","I.1","hh3",28.505,"51059421600"
"11090","I.2","hh3",40.089,"51059421600"
"11091","I.3","hh3",27.417,"51059421600"
"11092","I.4","hh3",44.769,"51059421600"
"11093","I.5","hh3",37.662,"51059421600"
"11094","I.6","hh3",48.23,"51059421600"
"11095","I.7","hh3",42.422,"51059421600"
"11096","I.8","hh3",42.672,"51059421600"
"11097","I.9","hh3",19.234,"51059421600"
"11098","I.1","hh4",2.407,"51059421600"
"11099","I.2","hh4",38.478,"51059421600"
"11100","I.3","hh4",34.408,"51059421600"
"11101","I.4","hh4",116.956,"51059421600"
"11102","I.5","hh4",60.096,"51059421600"
"11103","I.6","hh4",51.13,"51059421600"
"11104","I.7","hh4",76.473,"51059421600"
"11105","I.8","hh4",39.498,"51059421600"
"11106","I.9","hh4",20.554,"51059421600"
"11107","I.1","hh5",14.88,"51059421600"
"11108","I.2","hh5",30.429,"51059421600"
"11109","I.3","hh5",76.78,"51059421600"
"11110","I.4","hh5",127.566,"51059421600"
"11111","I.5","hh5",32.63,"51059421600"
"11112","I.6","hh5",42.912,"51059421600"
"11113","I.7","hh5",60.176,"51059421600"
"11114","I.8","hh5",33.715,"51059421600"
"11115","I.9","hh5",10.912,"51059421600"
"11116","I.1","hh1",65.782,"51059421500"
"11117","I.2","hh1",31.498,"51059421500"
"11118","I.3","hh1",55.231,"51059421500"
"11119","I.4","hh1",103.064,"51059421500"
"11120","I.5","hh1",118.906,"51059421500"
"11121","I.6","hh1",63.143,"51059421500"
"11122","I.7","hh1",70.478,"51059421500"
"11123","I.8","hh1",20.866,"51059421500"
"11124","I.9","hh1",8.032,"51059421500"
"11125","I.1","hh2",32.703,"51059421500"
"11126","I.2","hh2",22.407,"51059421500"
"11127","I.3","hh2",59.113,"51059421500"
"11128","I.4","hh2",50.553,"51059421500"
"11129","I.5","hh2",97.431,"51059421500"
"11130","I.6","hh2",67.929,"51059421500"
"11131","I.7","hh2",98.837,"51059421500"
"11132","I.8","hh2",41.965,"51059421500"
"11133","I.9","hh2",32.062,"51059421500"
"11134","I.1","hh3",54.082,"51059421500"
"11135","I.2","hh3",33.672,"51059421500"
"11136","I.3","hh3",33.179,"51059421500"
"11137","I.4","hh3",58.935,"51059421500"
"11138","I.5","hh3",51.504,"51059421500"
"11139","I.6","hh3",41.53,"51059421500"
"11140","I.7","hh3",35.93,"51059421500"
"11141","I.8","hh3",21.999,"51059421500"
"11142","I.9","hh3",17.169,"51059421500"
"11143","I.1","hh4",49.552,"51059421500"
"11144","I.2","hh4",25.854,"51059421500"
"11145","I.3","hh4",47.267,"51059421500"
"11146","I.4","hh4",201.294,"51059421500"
"11147","I.5","hh4",90.804,"51059421500"
"11148","I.6","hh4",39.261,"51059421500"
"11149","I.7","hh4",59.179,"51059421500"
"11150","I.8","hh4",17.614,"51059421500"
"11151","I.9","hh4",18.175,"51059421500"
"11152","I.1","hh5",51.881,"51059421500"
"11153","I.2","hh5",17.569,"51059421500"
"11154","I.3","hh5",67.21,"51059421500"
"11155","I.4","hh5",144.155,"51059421500"
"11156","I.5","hh5",43.355,"51059421500"
"11157","I.6","hh5",30.136,"51059421500"
"11158","I.7","hh5",43.575,"51059421500"
"11159","I.8","hh5",14.557,"51059421500"
"11160","I.9","hh5",9.562,"51059421500"
"11161","I.1","hh1",54.091,"51059421400"
"11162","I.2","hh1",40.42,"51059421400"
"11163","I.3","hh1",58.351,"51059421400"
"11164","I.4","hh1",65.401,"51059421400"
"11165","I.5","hh1",138.21,"51059421400"
"11166","I.6","hh1",83.801,"51059421400"
"11167","I.7","hh1",122.565,"51059421400"
"11168","I.8","hh1",11.304,"51059421400"
"11169","I.9","hh1",11.856,"51059421400"
"11170","I.1","hh2",25.935,"51059421400"
"11171","I.2","hh2",38.476,"51059421400"
"11172","I.3","hh2",78.114,"51059421400"
"11173","I.4","hh2",26.169,"51059421400"
"11174","I.5","hh2",138.925,"51059421400"
"11175","I.6","hh2",113.534,"51059421400"
"11176","I.7","hh2",251.826,"51059421400"
"11177","I.8","hh2",21.511,"51059421400"
"11178","I.9","hh2",49.509,"51059421400"
"11179","I.1","hh3",30.833,"51059421400"
"11180","I.2","hh3",51.202,"51059421400"
"11181","I.3","hh3",34.519,"51059421400"
"11182","I.4","hh3",23.784,"51059421400"
"11183","I.5","hh3",64.456,"51059421400"
"11184","I.6","hh3",63.419,"51059421400"
"11185","I.7","hh3",85.79,"51059421400"
"11186","I.8","hh3",10.822,"51059421400"
"11187","I.9","hh3",26.176,"51059421400"
"11188","I.1","hh4",0.868,"51059421400"
"11189","I.2","hh4",19.659,"51059421400"
"11190","I.3","hh4",11.245,"51059421400"
"11191","I.4","hh4",22.253,"51059421400"
"11192","I.5","hh4",58.169,"51059421400"
"11193","I.6","hh4",37.517,"51059421400"
"11194","I.7","hh4",90.798,"51059421400"
"11195","I.8","hh4",7.613,"51059421400"
"11196","I.9","hh4",25.878,"51059421400"
"11197","I.1","hh5",9.273,"51059421400"
"11198","I.2","hh5",27.243,"51059421400"
"11199","I.3","hh5",51.771,"51059421400"
"11200","I.4","hh5",30.394,"51059421400"
"11201","I.5","hh5",51.239,"51059421400"
"11202","I.6","hh5",46.729,"51059421400"
"11203","I.7","hh5",119.021,"51059421400"
"11204","I.8","hh5",6.75,"51059421400"
"11205","I.9","hh5",14.581,"51059421400"
"11206","I.1","hh1",11.84,"51059421300"
"11207","I.2","hh1",10.844,"51059421300"
"11208","I.3","hh1",6.467,"51059421300"
"11209","I.4","hh1",33.207,"51059421300"
"11210","I.5","hh1",56.704,"51059421300"
"11211","I.6","hh1",56.94,"51059421300"
"11212","I.7","hh1",127.524,"51059421300"
"11213","I.8","hh1",48.722,"51059421300"
"11214","I.9","hh1",27.753,"51059421300"
"11215","I.1","hh2",2.834,"51059421300"
"11216","I.2","hh2",5.132,"51059421300"
"11217","I.3","hh2",3.729,"51059421300"
"11218","I.4","hh2",8.83,"51059421300"
"11219","I.5","hh2",30.947,"51059421300"
"11220","I.6","hh2",45.321,"51059421300"
"11221","I.7","hh2",141.672,"51059421300"
"11222","I.8","hh2",86.691,"51059421300"
"11223","I.9","hh2",105.844,"51059421300"
"11224","I.1","hh3",3.518,"51059421300"
"11225","I.2","hh3",7.242,"51059421300"
"11226","I.3","hh3",1.662,"51059421300"
"11227","I.4","hh3",8.824,"51059421300"
"11228","I.5","hh3",15.875,"51059421300"
"11229","I.6","hh3",30.01,"51059421300"
"11230","I.7","hh3",67.148,"51059421300"
"11231","I.8","hh3",55.911,"51059421300"
"11232","I.9","hh3",64.809,"51059421300"
"11233","I.1","hh4",0.129,"51059421300"
"11234","I.2","hh4",3.383,"51059421300"
"11235","I.3","hh4",0.718,"51059421300"
"11236","I.4","hh4",8.839,"51059421300"
"11237","I.5","hh4",16.463,"51059421300"
"11238","I.6","hh4",19.056,"51059421300"
"11239","I.7","hh4",71.812,"51059421300"
"11240","I.8","hh4",34.929,"51059421300"
"11241","I.9","hh4",60.673,"51059421300"
"11242","I.1","hh5",0.679,"51059421300"
"11243","I.2","hh5",2.4,"51059421300"
"11244","I.3","hh5",1.425,"51059421300"
"11245","I.4","hh5",8.3,"51059421300"
"11246","I.5","hh5",8.011,"51059421300"
"11247","I.6","hh5",13.673,"51059421300"
"11248","I.7","hh5",43.844,"51059421300"
"11249","I.8","hh5",24.747,"51059421300"
"11250","I.9","hh5",28.921,"51059421300"
"11251","I.1","hh1",3.007,"51059421200"
"11252","I.2","hh1",1.81,"51059421200"
"11253","I.3","hh1",0,"51059421200"
"11254","I.4","hh1",3.565,"51059421200"
"11255","I.5","hh1",11.112,"51059421200"
"11256","I.6","hh1",5.804,"51059421200"
"11257","I.7","hh1",12.341,"51059421200"
"11258","I.8","hh1",5.878,"51059421200"
"11259","I.9","hh1",5.484,"51059421200"
"11260","I.1","hh2",1.491,"51059421200"
"11261","I.2","hh2",1.45,"51059421200"
"11262","I.3","hh2",0,"51059421200"
"11263","I.4","hh2",1.406,"51059421200"
"11264","I.5","hh2",17.289,"51059421200"
"11265","I.6","hh2",9.182,"51059421200"
"11266","I.7","hh2",78.617,"51059421200"
"11267","I.8","hh2",48.133,"51059421200"
"11268","I.9","hh2",103.432,"51059421200"
"11269","I.1","hh3",1.831,"51059421200"
"11270","I.2","hh3",1.938,"51059421200"
"11271","I.3","hh3",0,"51059421200"
"11272","I.4","hh3",1.33,"51059421200"
"11273","I.5","hh3",9.283,"51059421200"
"11274","I.6","hh3",5.493,"51059421200"
"11275","I.7","hh3",43.139,"51059421200"
"11276","I.8","hh3",34.262,"51059421200"
"11277","I.9","hh3",80.724,"51059421200"
"11278","I.1","hh4",0.14,"51059421200"
"11279","I.2","hh4",1.013,"51059421200"
"11280","I.3","hh4",0,"51059421200"
"11281","I.4","hh4",1.362,"51059421200"
"11282","I.5","hh4",9.021,"51059421200"
"11283","I.6","hh4",3.681,"51059421200"
"11284","I.7","hh4",37.978,"51059421200"
"11285","I.8","hh4",18.566,"51059421200"
"11286","I.9","hh4",60.24,"51059421200"
"11287","I.1","hh5",0.53,"51059421200"
"11288","I.2","hh5",0.79,"51059421200"
"11289","I.3","hh5",0,"51059421200"
"11290","I.4","hh5",1.337,"51059421200"
"11291","I.5","hh5",4.295,"51059421200"
"11292","I.6","hh5",2.842,"51059421200"
"11293","I.7","hh5",20.924,"51059421200"
"11294","I.8","hh5",12.161,"51059421200"
"11295","I.9","hh5",24.12,"51059421200"
"11296","I.1","hh1",10.711,"51059421103"
"11297","I.2","hh1",8.379,"51059421103"
"11298","I.3","hh1",20.635,"51059421103"
"11299","I.4","hh1",11.987,"51059421103"
"11300","I.5","hh1",71.817,"51059421103"
"11301","I.6","hh1",109.042,"51059421103"
"11302","I.7","hh1",131.397,"51059421103"
"11303","I.8","hh1",63.941,"51059421103"
"11304","I.9","hh1",48.09,"51059421103"
"11305","I.1","hh2",0.972,"51059421103"
"11306","I.2","hh2",1.466,"51059421103"
"11307","I.3","hh2",15.723,"51059421103"
"11308","I.4","hh2",6.137,"51059421103"
"11309","I.5","hh2",42.096,"51059421103"
"11310","I.6","hh2",90.6,"51059421103"
"11311","I.7","hh2",106.605,"51059421103"
"11312","I.8","hh2",104.101,"51059421103"
"11313","I.9","hh2",207.3,"51059421103"
"11314","I.1","hh3",4.917,"51059421103"
"11315","I.2","hh3",2.347,"51059421103"
"11316","I.3","hh3",2.444,"51059421103"
"11317","I.4","hh3",2.519,"51059421103"
"11318","I.5","hh3",24.217,"51059421103"
"11319","I.6","hh3",36.857,"51059421103"
"11320","I.7","hh3",64.795,"51059421103"
"11321","I.8","hh3",62.252,"51059421103"
"11322","I.9","hh3",124.652,"51059421103"
"11323","I.1","hh4",0.4,"51059421103"
"11324","I.2","hh4",1.752,"51059421103"
"11325","I.3","hh4",2.576,"51059421103"
"11326","I.4","hh4",2.261,"51059421103"
"11327","I.5","hh4",14.91,"51059421103"
"11328","I.6","hh4",26.462,"51059421103"
"11329","I.7","hh4",60.155,"51059421103"
"11330","I.8","hh4",65.255,"51059421103"
"11331","I.9","hh4",121.231,"51059421103"
"11332","I.1","hh5",0,"51059421103"
"11333","I.2","hh5",1.056,"51059421103"
"11334","I.3","hh5",1.621,"51059421103"
"11335","I.4","hh5",2.096,"51059421103"
"11336","I.5","hh5",39.96,"51059421103"
"11337","I.6","hh5",60.041,"51059421103"
"11338","I.7","hh5",82.048,"51059421103"
"11339","I.8","hh5",66.451,"51059421103"
"11340","I.9","hh5",154.727,"51059421103"
"11341","I.1","hh1",29.641,"51059421102"
"11342","I.2","hh1",32.834,"51059421102"
"11343","I.3","hh1",66.583,"51059421102"
"11344","I.4","hh1",27.934,"51059421102"
"11345","I.5","hh1",48.092,"51059421102"
"11346","I.6","hh1",43.95,"51059421102"
"11347","I.7","hh1",73.493,"51059421102"
"11348","I.8","hh1",60.528,"51059421102"
"11349","I.9","hh1",33.944,"51059421102"
"11350","I.1","hh2",2.546,"51059421102"
"11351","I.2","hh2",5.396,"51059421102"
"11352","I.3","hh2",47.012,"51059421102"
"11353","I.4","hh2",14,"51059421102"
"11354","I.5","hh2",27.976,"51059421102"
"11355","I.6","hh2",36.611,"51059421102"
"11356","I.7","hh2",59.252,"51059421102"
"11357","I.8","hh2",96.204,"51059421102"
"11358","I.9","hh2",144.004,"51059421102"
"11359","I.1","hh3",22.044,"51059421102"
"11360","I.2","hh3",14.262,"51059421102"
"11361","I.3","hh3",15.426,"51059421102"
"11362","I.4","hh3",6.895,"51059421102"
"11363","I.5","hh3",18.225,"51059421102"
"11364","I.6","hh3",15.979,"51059421102"
"11365","I.7","hh3",40.178,"51059421102"
"11366","I.8","hh3",73.959,"51059421102"
"11367","I.9","hh3",107.031,"51059421102"
"11368","I.1","hh4",0.768,"51059421102"
"11369","I.2","hh4",5.171,"51059421102"
"11370","I.3","hh4",5.738,"51059421102"
"11371","I.4","hh4",4.613,"51059421102"
"11372","I.5","hh4",8.51,"51059421102"
"11373","I.6","hh4",8.946,"51059421102"
"11374","I.7","hh4",28.408,"51059421102"
"11375","I.8","hh4",49.158,"51059421102"
"11376","I.9","hh4",67.686,"51059421102"
"11377","I.1","hh5",0,"51059421102"
"11378","I.2","hh5",1.337,"51059421102"
"11379","I.3","hh5",1.241,"51059421102"
"11380","I.4","hh5",2.558,"51059421102"
"11381","I.5","hh5",10.197,"51059421102"
"11382","I.6","hh5",6.514,"51059421102"
"11383","I.7","hh5",15.669,"51059421102"
"11384","I.8","hh5",18.15,"51059421102"
"11385","I.9","hh5",26.335,"51059421102"
"11386","I.1","hh1",29.102,"51059421101"
"11387","I.2","hh1",0,"51059421101"
"11388","I.3","hh1",10.397,"51059421101"
"11389","I.4","hh1",24,"51059421101"
"11390","I.5","hh1",60.262,"51059421101"
"11391","I.6","hh1",116.804,"51059421101"
"11392","I.7","hh1",148.209,"51059421101"
"11393","I.8","hh1",71.016,"51059421101"
"11394","I.9","hh1",41.209,"51059421101"
"11395","I.1","hh2",2.551,"51059421101"
"11396","I.2","hh2",0,"51059421101"
"11397","I.3","hh2",8.601,"51059421101"
"11398","I.4","hh2",13.917,"51059421101"
"11399","I.5","hh2",43.264,"51059421101"
"11400","I.6","hh2",157.118,"51059421101"
"11401","I.7","hh2",170.745,"51059421101"
"11402","I.8","hh2",159.627,"51059421101"
"11403","I.9","hh2",246.177,"51059421101"
"11404","I.1","hh3",17.467,"51059421101"
"11405","I.2","hh3",0,"51059421101"
"11406","I.3","hh3",1.924,"51059421101"
"11407","I.4","hh3",6.182,"51059421101"
"11408","I.5","hh3",23.378,"51059421101"
"11409","I.6","hh3",57.393,"51059421101"
"11410","I.7","hh3",97.061,"51059421101"
"11411","I.8","hh3",89.177,"51059421101"
"11412","I.9","hh3",134.418,"51059421101"
"11413","I.1","hh4",0.88,"51059421101"
"11414","I.2","hh4",0,"51059421101"
"11415","I.3","hh4",1.881,"51059421101"
"11416","I.4","hh4",5.074,"51059421101"
"11417","I.5","hh4",12.531,"51059421101"
"11418","I.6","hh4",27.733,"51059421101"
"11419","I.7","hh4",66.834,"51059421101"
"11420","I.8","hh4",71.644,"51059421101"
"11421","I.9","hh4",101.424,"51059421101"
"11422","I.1","hh5",0,"51059421101"
"11423","I.2","hh5",0,"51059421101"
"11424","I.3","hh5",1.197,"51059421101"
"11425","I.4","hh5",3.827,"51059421101"
"11426","I.5","hh5",17.564,"51059421101"
"11427","I.6","hh5",19.953,"51059421101"
"11428","I.7","hh5",39.15,"51059421101"
"11429","I.8","hh5",33.536,"51059421101"
"11430","I.9","hh5",49.773,"51059421101"
"11431","I.1","hh1",28.872,"51059421002"
"11432","I.2","hh1",16.611,"51059421002"
"11433","I.3","hh1",61.852,"51059421002"
"11434","I.4","hh1",66.469,"51059421002"
"11435","I.5","hh1",111.259,"51059421002"
"11436","I.6","hh1",83.077,"51059421002"
"11437","I.7","hh1",120.92,"51059421002"
"11438","I.8","hh1",48.106,"51059421002"
"11439","I.9","hh1",28.834,"51059421002"
"11440","I.1","hh2",4.102,"51059421002"
"11441","I.2","hh2",3.546,"51059421002"
"11442","I.3","hh2",84.497,"51059421002"
"11443","I.4","hh2",53.034,"51059421002"
"11444","I.5","hh2",101.565,"51059421002"
"11445","I.6","hh2",97.499,"51059421002"
"11446","I.7","hh2",133.017,"51059421002"
"11447","I.8","hh2",98.416,"51059421002"
"11448","I.9","hh2",158.324,"51059421002"
"11449","I.1","hh3",18.762,"51059421002"
"11450","I.2","hh3",5.371,"51059421002"
"11451","I.3","hh3",11.458,"51059421002"
"11452","I.4","hh3",20.007,"51059421002"
"11453","I.5","hh3",50.895,"51059421002"
"11454","I.6","hh3",33.529,"51059421002"
"11455","I.7","hh3",70.884,"51059421002"
"11456","I.8","hh3",52.48,"51059421002"
"11457","I.9","hh3",82.613,"51059421002"
"11458","I.1","hh4",1.265,"51059421002"
"11459","I.2","hh4",3.814,"51059421002"
"11460","I.3","hh4",10.131,"51059421002"
"11461","I.4","hh4",15.661,"51059421002"
"11462","I.5","hh4",27.946,"51059421002"
"11463","I.6","hh4",22.665,"51059421002"
"11464","I.7","hh4",61.868,"51059421002"
"11465","I.8","hh4",52.94,"51059421002"
"11466","I.9","hh4",77.71,"51059421002"
"11467","I.1","hh5",0,"51059421002"
"11468","I.2","hh5",1.658,"51059421002"
"11469","I.3","hh5",3.062,"51059421002"
"11470","I.4","hh5",8.829,"51059421002"
"11471","I.5","hh5",34.335,"51059421002"
"11472","I.6","hh5",18.23,"51059421002"
"11473","I.7","hh5",39.31,"51059421002"
"11474","I.8","hh5",28.057,"51059421002"
"11475","I.9","hh5",42.519,"51059421002"
"11476","I.1","hh1",8.822,"51059421001"
"11477","I.2","hh1",20.986,"51059421001"
"11478","I.3","hh1",0,"51059421001"
"11479","I.4","hh1",24.514,"51059421001"
"11480","I.5","hh1",65.851,"51059421001"
"11481","I.6","hh1",63.066,"51059421001"
"11482","I.7","hh1",56.422,"51059421001"
"11483","I.8","hh1",39.668,"51059421001"
"11484","I.9","hh1",18.671,"51059421001"
"11485","I.1","hh2",0.959,"51059421001"
"11486","I.2","hh2",2.968,"51059421001"
"11487","I.3","hh2",0,"51059421001"
"11488","I.4","hh2",11.9,"51059421001"
"11489","I.5","hh2",35.838,"51059421001"
"11490","I.6","hh2",49.048,"51059421001"
"11491","I.7","hh2",44.359,"51059421001"
"11492","I.8","hh2",61.312,"51059421001"
"11493","I.9","hh2",78.616,"51059421001"
"11494","I.1","hh3",4.824,"51059421001"
"11495","I.2","hh3",6.592,"51059421001"
"11496","I.3","hh3",0,"51059421001"
"11497","I.4","hh3",6.315,"51059421001"
"11498","I.5","hh3",31.198,"51059421001"
"11499","I.6","hh3",28.77,"51059421001"
"11500","I.7","hh3",31.444,"51059421001"
"11501","I.8","hh3",47.554,"51059421001"
"11502","I.9","hh3",55.303,"51059421001"
"11503","I.1","hh4",0.395,"51059421001"
"11504","I.2","hh4",3.819,"51059421001"
"11505","I.3","hh4",0,"51059421001"
"11506","I.4","hh4",4.798,"51059421001"
"11507","I.5","hh4",13.536,"51059421001"
"11508","I.6","hh4",14.911,"51059421001"
"11509","I.7","hh4",25.106,"51059421001"
"11510","I.8","hh4",39.784,"51059421001"
"11511","I.9","hh4",45.65,"51059421001"
"11512","I.1","hh5",0,"51059421001"
"11513","I.2","hh5",1.634,"51059421001"
"11514","I.3","hh5",0,"51059421001"
"11515","I.4","hh5",3.472,"51059421001"
"11516","I.5","hh5",18.576,"51059421001"
"11517","I.6","hh5",12.206,"51059421001"
"11518","I.7","hh5",17.669,"51059421001"
"11519","I.8","hh5",20.682,"51059421001"
"11520","I.9","hh5",25.761,"51059421001"
"11521","I.1","hh1",21.894,"51059420800"
"11522","I.2","hh1",0,"51059420800"
"11523","I.3","hh1",12.312,"51059420800"
"11524","I.4","hh1",33.314,"51059420800"
"11525","I.5","hh1",44.523,"51059420800"
"11526","I.6","hh1",37.589,"51059420800"
"11527","I.7","hh1",72.64,"51059420800"
"11528","I.8","hh1",28.123,"51059420800"
"11529","I.9","hh1",26.607,"51059420800"
"11530","I.1","hh2",4.844,"51059420800"
"11531","I.2","hh2",0,"51059420800"
"11532","I.3","hh2",6.517,"51059420800"
"11533","I.4","hh2",7.874,"51059420800"
"11534","I.5","hh2",21.763,"51059420800"
"11535","I.6","hh2",25.945,"51059420800"
"11536","I.7","hh2",64.883,"51059420800"
"11537","I.8","hh2",42.417,"51059420800"
"11538","I.9","hh2",86.757,"51059420800"
"11539","I.1","hh3",10.19,"51059420800"
"11540","I.2","hh3",0,"51059420800"
"11541","I.3","hh3",4.253,"51059420800"
"11542","I.4","hh3",12.464,"51059420800"
"11543","I.5","hh3",16.008,"51059420800"
"11544","I.6","hh3",27.096,"51059420800"
"11545","I.7","hh3",65.522,"51059420800"
"11546","I.8","hh3",45.272,"51059420800"
"11547","I.9","hh3",100.195,"51059420800"
"11548","I.1","hh4",0.287,"51059420800"
"11549","I.2","hh4",0,"51059420800"
"11550","I.3","hh4",2.024,"51059420800"
"11551","I.4","hh4",11.843,"51059420800"
"11552","I.5","hh4",16.159,"51059420800"
"11553","I.6","hh4",16.761,"51059420800"
"11554","I.7","hh4",65.728,"51059420800"
"11555","I.8","hh4",27.796,"51059420800"
"11556","I.9","hh4",86.401,"51059420800"
"11557","I.1","hh5",1.786,"51059420800"
"11558","I.2","hh5",0,"51059420800"
"11559","I.3","hh5",3.894,"51059420800"
"11560","I.4","hh5",13.506,"51059420800"
"11561","I.5","hh5",9.547,"51059420800"
"11562","I.6","hh5",15.61,"51059420800"
"11563","I.7","hh5",66.225,"51059420800"
"11564","I.8","hh5",27.393,"51059420800"
"11565","I.9","hh5",54.04,"51059420800"
"11566","I.1","hh1",10.724,"51059420700"
"11567","I.2","hh1",4.237,"51059420700"
"11568","I.3","hh1",3.584,"51059420700"
"11569","I.4","hh1",13.527,"51059420700"
"11570","I.5","hh1",27.474,"51059420700"
"11571","I.6","hh1",20.086,"51059420700"
"11572","I.7","hh1",27.514,"51059420700"
"11573","I.8","hh1",14.143,"51059420700"
"11574","I.9","hh1",12.711,"51059420700"
"11575","I.1","hh2",6.428,"51059420700"
"11576","I.2","hh2",2.929,"51059420700"
"11577","I.3","hh2",2.612,"51059420700"
