"rowname","variable","value","geoid"
"I.1","hh3",1.422,"51059460200"
"I.2","hh3",2.172,"51059460200"
"I.3","hh3",2.407,"51059460200"
"I.4","hh3",0.663,"51059460200"
"I.5","hh3",5.788,"51059460200"
"I.6","hh3",11.381,"51059460200"
"I.7","hh3",23.559,"51059460200"
"I.8","hh3",58.808,"51059460200"
"I.9","hh3",276.8,"51059460200"
"I.1","hh4",0,"51059460200"
"I.2","hh4",0.173,"51059460200"
"I.3","hh4",1.334,"51059460200"
"I.4","hh4",0.759,"51059460200"
"I.5","hh4",2.657,"51059460200"
"I.6","hh4",5.861,"51059460200"
"I.7","hh4",9.952,"51059460200"
"I.8","hh4",27.565,"51059460200"
"I.9","hh4",135.699,"51059460200"
"I.1","hh5",0.651,"51059460200"
"I.2","hh5",0.516,"51059460200"
"I.3","hh5",0.581,"51059460200"
"I.4","hh5",0.442,"51059460200"
"I.5","hh5",3.732,"51059460200"
"I.6","hh5",2.84,"51059460200"
"I.7","hh5",9.923,"51059460200"
"I.8","hh5",20.18,"51059460200"
"I.9","hh5",138.136,"51059460200"
"I.1","hh1",103.626,"51059460100"
"I.2","hh1",5.175,"51059460100"
"I.3","hh1",13.253,"51059460100"
"I.4","hh1",5.224,"51059460100"
"I.5","hh1",42.549,"51059460100"
"I.6","hh1",33.883,"51059460100"
"I.7","hh1",36,"51059460100"
"I.8","hh1",25.273,"51059460100"
"I.9","hh1",60.017,"51059460100"
"I.1","hh2",55.407,"51059460100"
"I.2","hh2",1.721,"51059460100"
"I.3","hh2",10.28,"51059460100"
"I.4","hh2",1.769,"51059460100"
"I.5","hh2",27.491,"51059460100"
"I.6","hh2",20.605,"51059460100"
"I.7","hh2",53.406,"51059460100"
"I.8","hh2",60.521,"51059460100"
"I.9","hh2",227.8,"51059460100"
"I.1","hh3",10.253,"51059460100"
"I.2","hh3",0.809,"51059460100"
"I.3","hh3",4.826,"51059460100"
"I.4","hh3",0.676,"51059460100"
"I.5","hh3",14.749,"51059460100"
"I.6","hh3",8.67,"51059460100"
"I.7","hh3",17.421,"51059460100"
"I.8","hh3",26.218,"51059460100"
"I.9","hh3",179.378,"51059460100"
"I.1","hh4",0,"51059460100"
"I.2","hh4",0.097,"51059460100"
"I.3","hh4",4.452,"51059460100"
"I.4","hh4",0.876,"51059460100"
"I.5","hh4",10.52,"51059460100"
"I.6","hh4",7.6,"51059460100"
"I.7","hh4",12.566,"51059460100"
"I.8","hh4",30.3,"51059460100"
"I.9","hh4",299.589,"51059460100"
"I.1","hh5",4.714,"51059460100"
"I.2","hh5",0.198,"51059460100"
"I.3","hh5",1.19,"51059460100"
"I.4","hh5",0.455,"51059460100"
"I.5","hh5",9.69,"51059460100"
"I.6","hh5",2.243,"51059460100"
"I.7","hh5",7.607,"51059460100"
"I.8","hh5",9.688,"51059460100"
"I.9","hh5",99.215,"51059460100"
"I.1","hh1",88.292,"51059452802"
"I.2","hh1",119.892,"51059452802"
"I.3","hh1",11.069,"51059452802"
"I.4","hh1",28.465,"51059452802"
"I.5","hh1",314.4,"51059452802"
"I.6","hh1",168.568,"51059452802"
"I.7","hh1",213.041,"51059452802"
"I.8","hh1",51.274,"51059452802"
"I.9","hh1",9.999,"51059452802"
"I.1","hh2",15.391,"51059452802"
"I.2","hh2",19.569,"51059452802"
"I.3","hh2",5.032,"51059452802"
"I.4","hh2",13.313,"51059452802"
"I.5","hh2",89.201,"51059452802"
"I.6","hh2",80.937,"51059452802"
"I.7","hh2",118.161,"51059452802"
"I.8","hh2",69.682,"51059452802"
"I.9","hh2",30.714,"51059452802"
"I.1","hh3",3.347,"51059452802"
"I.2","hh3",4.549,"51059452802"
"I.3","hh3",2.846,"51059452802"
"I.4","hh3",11.073,"51059452802"
"I.5","hh3",16.731,"51059452802"
"I.6","hh3",12.639,"51059452802"
"I.7","hh3",27.91,"51059452802"
"I.8","hh3",17.296,"51059452802"
"I.9","hh3",11.609,"51059452802"
"I.1","hh4",2.169,"51059452802"
"I.2","hh4",10.65,"51059452802"
"I.3","hh4",3.729,"51059452802"
"I.4","hh4",10.401,"51059452802"
"I.5","hh4",20.279,"51059452802"
"I.6","hh4",14.393,"51059452802"
"I.7","hh4",20.2,"51059452802"
"I.8","hh4",16.219,"51059452802"
"I.9","hh4",12.96,"51059452802"
"I.1","hh5",2.801,"51059452802"
"I.2","hh5",2.34,"51059452802"
"I.3","hh5",1.324,"51059452802"
"I.4","hh5",3.747,"51059452802"
"I.5","hh5",9.389,"51059452802"
"I.6","hh5",8.464,"51059452802"
"I.7","hh5",10.688,"51059452802"
"I.8","hh5",5.53,"51059452802"
"I.9","hh5",4.718,"51059452802"
"I.1","hh1",234.158,"51059452801"
"I.2","hh1",13.497,"51059452801"
"I.3","hh1",125.06,"51059452801"
"I.4","hh1",92.679,"51059452801"
"I.5","hh1",135.415,"51059452801"
"I.6","hh1",129.824,"51059452801"
"I.7","hh1",113.15,"51059452801"
"I.8","hh1",40.11,"51059452801"
"I.9","hh1",47.107,"51059452801"
"I.1","hh2",37.833,"51059452801"
"I.2","hh2",4.368,"51059452801"
"I.3","hh2",42.279,"51059452801"
"I.4","hh2",39.692,"51059452801"
"I.5","hh2",67.903,"51059452801"
"I.6","hh2",83.547,"51059452801"
"I.7","hh2",90.924,"51059452801"
"I.8","hh2",65.377,"51059452801"
"I.9","hh2",132.078,"51059452801"
"I.1","hh3",32.761,"51059452801"
"I.2","hh3",3.056,"51059452801"
"I.3","hh3",48.61,"51059452801"
"I.4","hh3",75.531,"51059452801"
"I.5","hh3",47.431,"51059452801"
"I.6","hh3",39.922,"51059452801"
"I.7","hh3",63.145,"51059452801"
"I.8","hh3",35.999,"51059452801"
"I.9","hh3",78.544,"51059452801"
"I.1","hh4",9.332,"51059452801"
"I.2","hh4",4.917,"51059452801"
"I.3","hh4",37.955,"51059452801"
"I.4","hh4",43.588,"51059452801"
"I.5","hh4",33.102,"51059452801"
"I.6","hh4",27.383,"51059452801"
"I.7","hh4",28.993,"51059452801"
"I.8","hh4",23.666,"51059452801"
"I.9","hh4",66.063,"51059452801"
"I.1","hh5",9.915,"51059452801"
"I.2","hh5",2.162,"51059452801"
"I.3","hh5",8.095,"51059452801"
"I.4","hh5",13.511,"51059452801"
"I.5","hh5",21.149,"51059452801"
"I.6","hh5",20.323,"51059452801"
"I.7","hh5",21.789,"51059452801"
"I.8","hh5",10.848,"51059452801"
"I.9","hh5",20.208,"51059452801"
"I.1","hh1",142.995,"51059452700"
"I.2","hh1",57.603,"51059452700"
"I.3","hh1",52.105,"51059452700"
"I.4","hh1",62.276,"51059452700"
"I.5","hh1",124.343,"51059452700"
"I.6","hh1",43.588,"51059452700"
"I.7","hh1",141.909,"51059452700"
"I.8","hh1",39.273,"51059452700"
"I.9","hh1",24.909,"51059452700"
"I.1","hh2",49.597,"51059452700"
"I.2","hh2",23.173,"51059452700"
"I.3","hh2",29.209,"51059452700"
"I.4","hh2",41.06,"51059452700"
"I.5","hh2",89.191,"51059452700"
"I.6","hh2",36.353,"51059452700"
"I.7","hh2",154.472,"51059452700"
"I.8","hh2",78.579,"51059452700"
"I.9","hh2",88.366,"51059452700"
"I.1","hh3",10.847,"51059452700"
"I.2","hh3",9.14,"51059452700"
"I.3","hh3",14.103,"51059452700"
"I.4","hh3",34.904,"51059452700"
"I.5","hh3",30.608,"51059452700"
"I.6","hh3",11.362,"51059452700"
"I.7","hh3",56.402,"51059452700"
"I.8","hh3",28.393,"51059452700"
"I.9","hh3",34.241,"51059452700"
"I.1","hh4",7.999,"51059452700"
"I.2","hh4",20.65,"51059452700"
"I.3","hh4",21.099,"51059452700"
"I.4","hh4",35.596,"51059452700"
"I.5","hh4",34.685,"51059452700"
"I.6","hh4",10.84,"51059452700"
"I.7","hh4",39.545,"51059452700"
"I.8","hh4",24.956,"51059452700"
"I.9","hh4",39.631,"51059452700"
"I.1","hh5",39.562,"51059452700"
"I.2","hh5",15.434,"51059452700"
"I.3","hh5",13.484,"51059452700"
"I.4","hh5",30.165,"51059452700"
"I.5","hh5",53.173,"51059452700"
"I.6","hh5",15.857,"51059452700"
"I.7","hh5",63.673,"51059452700"
"I.8","hh5",19.799,"51059452700"
"I.9","hh5",22.853,"51059452700"
"I.1","hh1",31.128,"51059452600"
"I.2","hh1",36.236,"51059452600"
"I.3","hh1",21.305,"51059452600"
"I.4","hh1",25.593,"51059452600"
"I.5","hh1",184.446,"51059452600"
"I.6","hh1",34.678,"51059452600"
"I.7","hh1",138.192,"51059452600"
"I.8","hh1",173.53,"51059452600"
"I.9","hh1",45.891,"51059452600"
"I.1","hh2",7.894,"51059452600"
"I.2","hh2",11.543,"51059452600"
"I.3","hh2",10.181,"51059452600"
"I.4","hh2",13.987,"51059452600"
"I.5","hh2",99.446,"51059452600"
"I.6","hh2",26.79,"51059452600"
"I.7","hh2",118.645,"51059452600"
"I.8","hh2",252.769,"51059452600"
"I.9","hh2",140.745,"51059452600"
"I.1","hh3",3.935,"51059452600"
"I.2","hh3",8.261,"51059452600"
"I.3","hh3",7.716,"51059452600"
"I.4","hh3",19.91,"51059452600"
"I.5","hh3",64.458,"51059452600"
"I.6","hh3",10.335,"51059452600"
"I.7","hh3",76.802,"51059452600"
"I.8","hh3",162.895,"51059452600"
"I.9","hh3",75.686,"51059452600"
"I.1","hh4",2.086,"51059452600"
"I.2","hh4",15.571,"51059452600"
"I.3","hh4",9.643,"51059452600"
"I.4","hh4",16.617,"51059452600"
"I.5","hh4",71.2,"51059452600"
"I.6","hh4",9.246,"51059452600"
"I.7","hh4",48.183,"51059452600"
"I.8","hh4",192.602,"51059452600"
"I.9","hh4",86.852,"51059452600"
"I.1","hh5",4.956,"51059452600"
"I.2","hh5",6.388,"51059452600"
"I.3","hh5",4.154,"51059452600"
"I.4","hh5",8.893,"51059452600"
"I.5","hh5",46.451,"51059452600"
"I.6","hh5",10.95,"51059452600"
"I.7","hh5",40.178,"51059452600"
"I.8","hh5",48.204,"51059452600"
"I.9","hh5",31.825,"51059452600"
"I.1","hh1",41.643,"51059452502"
"I.2","hh1",22.656,"51059452502"
"I.3","hh1",31.853,"51059452502"
"I.4","hh1",27.304,"51059452502"
"I.5","hh1",56.893,"51059452502"
"I.6","hh1",27.585,"51059452502"
"I.7","hh1",51.028,"51059452502"
"I.8","hh1",24.923,"51059452502"
"I.9","hh1",3.115,"51059452502"
"I.1","hh2",35.559,"51059452502"
"I.2","hh2",18.849,"51059452502"
"I.3","hh2",56.329,"51059452502"
"I.4","hh2",38.46,"51059452502"
"I.5","hh2",91.134,"51059452502"
"I.6","hh2",31.53,"51059452502"
"I.7","hh2",91.837,"51059452502"
"I.8","hh2",91.044,"51059452502"
"I.9","hh2",11.258,"51059452502"
"I.1","hh3",9.124,"51059452502"
"I.2","hh3",7.994,"51059452502"
"I.3","hh3",20.623,"51059452502"
"I.4","hh3",33.324,"51059452502"
"I.5","hh3",30.858,"51059452502"
"I.6","hh3",10.038,"51059452502"
"I.7","hh3",39.179,"51059452502"
"I.8","hh3",31.588,"51059452502"
"I.9","hh3",5.273,"51059452502"
"I.1","hh4",10.269,"51059452502"
"I.2","hh4",24.182,"51059452502"
"I.3","hh4",63.098,"51059452502"
"I.4","hh4",47.129,"51059452502"
"I.5","hh4",50.43,"51059452502"
"I.6","hh4",10.498,"51059452502"
"I.7","hh4",31.281,"51059452502"
"I.8","hh4",35.556,"51059452502"
"I.9","hh4",5.557,"51059452502"
"I.1","hh5",23.405,"51059452502"
"I.2","hh5",11.319,"51059452502"
"I.3","hh5",24.097,"51059452502"
"I.4","hh5",25.784,"51059452502"
"I.5","hh5",49.685,"51059452502"
"I.6","hh5",13.349,"51059452502"
"I.7","hh5",34.676,"51059452502"
"I.8","hh5",21.889,"51059452502"
"I.9","hh5",2.796,"51059452502"
"I.1","hh1",6.081,"51059452501"
"I.2","hh1",8.939,"51059452501"
"I.3","hh1",13.716,"51059452501"
"I.4","hh1",33.777,"51059452501"
"I.5","hh1",41.338,"51059452501"
"I.6","hh1",46.522,"51059452501"
"I.7","hh1",60.055,"51059452501"
"I.8","hh1",32.41,"51059452501"
"I.9","hh1",31.16,"51059452501"
"I.1","hh2",1.614,"51059452501"
"I.2","hh2",3.088,"51059452501"
"I.3","hh2",6.867,"51059452501"
"I.4","hh2",19.843,"51059452501"
"I.5","hh2",26.122,"51059452501"
"I.6","hh2",37.796,"51059452501"
"I.7","hh2",57.897,"51059452501"
"I.8","hh2",61.338,"51059452501"
"I.9","hh2",107.435,"51059452501"
"I.1","hh3",0.779,"51059452501"
"I.2","hh3",2.111,"51059452501"
"I.3","hh3",5.279,"51059452501"
"I.4","hh3",31.04,"51059452501"
"I.5","hh3",15.405,"51059452501"
"I.6","hh3",15.506,"51059452501"
"I.7","hh3",37.116,"51059452501"
"I.8","hh3",33.145,"51059452501"
"I.9","hh3",60.62,"51059452501"
"I.1","hh4",0.393,"51059452501"
"I.2","hh4",3.688,"51059452501"
"I.3","hh4",6.475,"51059452501"
"I.4","hh4",26.622,"51059452501"
"I.5","hh4",14.173,"51059452501"
"I.6","hh4",14.111,"51059452501"
"I.7","hh4",21.488,"51059452501"
"I.8","hh4",26.68,"51059452501"
"I.9","hh4",67.371,"51059452501"
"I.1","hh5",1.133,"51059452501"
"I.2","hh5",2.174,"51059452501"
"I.3","hh5",3.663,"51059452501"
"I.4","hh5",25.718,"51059452501"
"I.5","hh5",19.963,"51059452501"
"I.6","hh5",24.064,"51059452501"
"I.7","hh5",34.444,"51059452501"
"I.8","hh5",25.427,"51059452501"
"I.9","hh5",54.414,"51059452501"
"I.1","hh1",49.116,"51059452400"
"I.2","hh1",47.244,"51059452400"
"I.3","hh1",34.396,"51059452400"
"I.4","hh1",29.905,"51059452400"
"I.5","hh1",104.417,"51059452400"
"I.6","hh1",86.777,"51059452400"
"I.7","hh1",103.534,"51059452400"
"I.8","hh1",91.846,"51059452400"
"I.9","hh1",38.765,"51059452400"
"I.1","hh2",10.728,"51059452400"
"I.2","hh2",12.282,"51059452400"
"I.3","hh2",14.182,"51059452400"
"I.4","hh2",14.606,"51059452400"
"I.5","hh2",50.369,"51059452400"
"I.6","hh2",55.395,"51059452400"
"I.7","hh2",78.166,"51059452400"
"I.8","hh2",115.442,"51059452400"
"I.9","hh2",103.83,"51059452400"
"I.1","hh3",8.354,"51059452400"
"I.2","hh3",17.582,"51059452400"
"I.3","hh3",16.484,"51059452400"
"I.4","hh3",29.196,"51059452400"
"I.5","hh3",55.114,"51059452400"
"I.6","hh3",37.211,"51059452400"
"I.7","hh3",81.649,"51059452400"
"I.8","hh3",196.616,"51059452400"
"I.9","hh3",90.795,"51059452400"
"I.1","hh4",2.985,"51059452400"
"I.2","hh4",17.309,"51059452400"
"I.3","hh4",14.27,"51059452400"
"I.4","hh4",17.723,"51059452400"
"I.5","hh4",29.666,"51059452400"
"I.6","hh4",21.35,"51059452400"
"I.7","hh4",29.533,"51059452400"
"I.8","hh4",56.778,"51059452400"
"I.9","hh4",61.387,"51059452400"
"I.1","hh5",12.817,"51059452400"
"I.2","hh5",19.584,"51059452400"
"I.3","hh5",10.669,"51059452400"
"I.4","hh5",15.571,"51059452400"
"I.5","hh5",65.434,"51059452400"
"I.6","hh5",48.266,"51059452400"
"I.7","hh5",61.118,"51059452400"
"I.8","hh5",162.317,"51059452400"
"I.9","hh5",53.223,"51059452400"
"I.1","hh1",38.795,"51059452302"
"I.2","hh1",30.436,"51059452302"
"I.3","hh1",31.382,"51059452302"
"I.4","hh1",37.717,"51059452302"
"I.5","hh1",56.448,"51059452302"
"I.6","hh1",54.224,"51059452302"
"I.7","hh1",52.811,"51059452302"
"I.8","hh1",12.826,"51059452302"
"I.9","hh1",20.361,"51059452302"
"I.1","hh2",18.696,"51059452302"
"I.2","hh2",23.432,"51059452302"
"I.3","hh2",30.986,"51059452302"
"I.4","hh2",50.991,"51059452302"
"I.5","hh2",61.147,"51059452302"
"I.6","hh2",74.543,"51059452302"
"I.7","hh2",76.116,"51059452302"
"I.8","hh2",28.745,"51059452302"
"I.9","hh2",105.344,"51059452302"
"I.1","hh3",6.805,"51059452302"
"I.2","hh3",10.518,"51059452302"
"I.3","hh3",16.433,"51059452302"
"I.4","hh3",45.747,"51059452302"
"I.5","hh3",25.994,"51059452302"
"I.6","hh3",21.835,"51059452302"
"I.7","hh3",36.628,"51059452302"
"I.8","hh3",12.674,"51059452302"
"I.9","hh3",42.367,"51059452302"
"I.1","hh4",4.062,"51059452302"
"I.2","hh4",23.388,"51059452302"
"I.3","hh4",24.38,"51059452302"
"I.4","hh4",47.941,"51059452302"
"I.5","hh4",27.142,"51059452302"
"I.6","hh4",22.294,"51059452302"
"I.7","hh4",22.672,"51059452302"
"I.8","hh4",10.036,"51059452302"
"I.9","hh4",49.086,"51059452302"
"I.1","hh5",20.642,"51059452302"
"I.2","hh5",36.226,"51059452302"
"I.3","hh5",25.82,"51059452302"
"I.4","hh5",103.604,"51059452302"
"I.5","hh5",52.27,"51059452302"
"I.6","hh5",49.104,"51059452302"
"I.7","hh5",38.773,"51059452302"
"I.8","hh5",7.72,"51059452302"
"I.9","hh5",35.842,"51059452302"
"I.1","hh1",92.589,"51059452301"
"I.2","hh1",68.907,"51059452301"
"I.3","hh1",59.37,"51059452301"
"I.4","hh1",38.19,"51059452301"
"I.5","hh1",42.855,"51059452301"
"I.6","hh1",51.504,"51059452301"
"I.7","hh1",84.828,"51059452301"
"I.8","hh1",24.148,"51059452301"
"I.9","hh1",3.611,"51059452301"
"I.1","hh2",58.155,"51059452301"
"I.2","hh2",73.036,"51059452301"
"I.3","hh2",59.644,"51059452301"
"I.4","hh2",31.752,"51059452301"
"I.5","hh2",32.222,"51059452301"
"I.6","hh2",52.162,"51059452301"
"I.7","hh2",114.285,"51059452301"
"I.8","hh2",54.273,"51059452301"
"I.9","hh2",12.471,"51059452301"
"I.1","hh3",3.003,"51059452301"
"I.2","hh3",3.559,"51059452301"
"I.3","hh3",6.074,"51059452301"
"I.4","hh3",11.511,"51059452301"
"I.5","hh3",7.755,"51059452301"
"I.6","hh3",7.373,"51059452301"
"I.7","hh3",18.543,"51059452301"
"I.8","hh3",11.187,"51059452301"
"I.9","hh3",4.995,"51059452301"
"I.1","hh4",14.937,"51059452301"
"I.2","hh4",93.598,"51059452301"
"I.3","hh4",54.792,"51059452301"
"I.4","hh4",34.723,"51059452301"
"I.5","hh4",15.52,"51059452301"
"I.6","hh4",16.974,"51059452301"
"I.7","hh4",36.713,"51059452301"
"I.8","hh4",19.618,"51059452301"
"I.9","hh4",6.125,"51059452301"
"I.1","hh5",7.317,"51059452301"
"I.2","hh5",5.9,"51059452301"
"I.3","hh5",6.121,"51059452301"
"I.4","hh5",8.824,"51059452301"
"I.5","hh5",10.648,"51059452301"
"I.6","hh5",11.987,"51059452301"
"I.7","hh5",18.631,"51059452301"
"I.8","hh5",7.774,"51059452301"
"I.9","hh5",2.798,"51059452301"
"I.1","hh1",26.344,"51059452200"
"I.2","hh1",24.046,"51059452200"
"I.3","hh1",25.499,"51059452200"
"I.4","hh1",25.449,"51059452200"
"I.5","hh1",37.098,"51059452200"
"I.6","hh1",50.391,"51059452200"
"I.7","hh1",40.802,"51059452200"
"I.8","hh1",27.738,"51059452200"
"I.9","hh1",17.634,"51059452200"
"I.1","hh2",15.45,"51059452200"
"I.2","hh2",38.39,"51059452200"
"I.3","hh2",46.028,"51059452200"
"I.4","hh2",48.119,"51059452200"
"I.5","hh2",46.212,"51059452200"
"I.6","hh2",134.398,"51059452200"
"I.7","hh2",74.021,"51059452200"
"I.8","hh2",166.377,"51059452200"
"I.9","hh2",131.005,"51059452200"
"I.1","hh3",9.682,"51059452200"
"I.2","hh3",93.362,"51059452200"
"I.3","hh3",70.475,"51059452200"
"I.4","hh3",120.639,"51059452200"
"I.5","hh3",31.301,"51059452200"
"I.6","hh3",93.977,"51059452200"
"I.7","hh3",52.081,"51059452200"
"I.8","hh3",143.664,"51059452200"
"I.9","hh3",83.82,"51059452200"
"I.1","hh4",1.97,"51059452200"
"I.2","hh4",11.893,"51059452200"
"I.3","hh4",13.763,"51059452200"
"I.4","hh4",19.339,"51059452200"
"I.5","hh4",12.816,"51059452200"
"I.6","hh4",16.08,"51059452200"
"I.7","hh4",13.978,"51059452200"
"I.8","hh4",22.812,"51059452200"
"I.9","hh4",34.347,"51059452200"
"I.1","hh5",7.555,"51059452200"
"I.2","hh5",11.31,"51059452200"
"I.3","hh5",11.234,"51059452200"
"I.4","hh5",19.455,"51059452200"
"I.5","hh5",19.573,"51059452200"
"I.6","hh5",34.153,"51059452200"
"I.7","hh5",22.118,"51059452200"
"I.8","hh5",24.409,"51059452200"
"I.9","hh5",24.193,"51059452200"
"I.1","hh1",19.322,"51059452102"
"I.2","hh1",13.15,"51059452102"
"I.3","hh1",9.17,"51059452102"
"I.4","hh1",16.621,"51059452102"
"I.5","hh1",42.026,"51059452102"
"I.6","hh1",34.478,"51059452102"
"I.7","hh1",50.766,"51059452102"
"I.8","hh1",31.291,"51059452102"
"I.9","hh1",21.176,"51059452102"
"I.1","hh2",5.147,"51059452102"
"I.2","hh2",4.538,"51059452102"
"I.3","hh2",4.55,"51059452102"
"I.4","hh2",9.571,"51059452102"
"I.5","hh2",26.416,"51059452102"
"I.6","hh2",27.693,"51059452102"
"I.7","hh2",48.503,"51059452102"
"I.8","hh2",58.724,"51059452102"
"I.9","hh2",71.859,"51059452102"
"I.1","hh3",3.068,"51059452102"
"I.2","hh3",3.801,"51059452102"
"I.3","hh3",3.8,"51059452102"
"I.4","hh3",16.815,"51059452102"
"I.5","hh3",20.128,"51059452102"
"I.6","hh3",13.61,"51059452102"
"I.7","hh3",39.972,"51059452102"
"I.8","hh3",46.456,"51059452102"
"I.9","hh3",52.35,"51059452102"
"I.1","hh4",1.25,"51059452102"
"I.2","hh4",5.161,"51059452102"
"I.3","hh4",3.963,"51059452102"
"I.4","hh4",10.37,"51059452102"
"I.5","hh4",12.87,"51059452102"
"I.6","hh4",9.038,"51059452102"
"I.7","hh4",15.546,"51059452102"
"I.8","hh4",21.628,"51059452102"
"I.9","hh4",36.173,"51059452102"
"I.1","hh5",5.214,"51059452102"
"I.2","hh5",4.35,"51059452102"
"I.3","hh5",2.516,"51059452102"
"I.4","hh5",10.624,"51059452102"
"I.5","hh5",28.56,"51059452102"
"I.6","hh5",20.182,"51059452102"
"I.7","hh5",38.212,"51059452102"
"I.8","hh5",44.901,"51059452102"
"I.9","hh5",42.442,"51059452102"
"I.1","hh1",47.889,"51059452101"
"I.2","hh1",10.942,"51059452101"
"I.3","hh1",20.145,"51059452101"
"I.4","hh1",11.873,"51059452101"
"I.5","hh1",28.548,"51059452101"
"I.6","hh1",49.705,"51059452101"
"I.7","hh1",69.072,"51059452101"
"I.8","hh1",28.853,"51059452101"
"I.9","hh1",22.974,"51059452101"
"I.1","hh2",61.319,"51059452101"
"I.2","hh2",5.213,"51059452101"
"I.3","hh2",18.268,"51059452101"
"I.4","hh2",9.111,"51059452101"
"I.5","hh2",25.513,"51059452101"
"I.6","hh2",87.431,"51059452101"
"I.7","hh2",184.205,"51059452101"
"I.8","hh2",123.872,"51059452101"
"I.9","hh2",178.068,"51059452101"
"I.1","hh3",19.52,"51059452101"
"I.2","hh3",3.256,"51059452101"
"I.3","hh3",11.979,"51059452101"
"I.4","hh3",11.796,"51059452101"
"I.5","hh3",13.088,"51059452101"
"I.6","hh3",28.169,"51059452101"
"I.7","hh3",85.98,"51059452101"
"I.8","hh3",50.498,"51059452101"
"I.9","hh3",73.713,"51059452101"
"I.1","hh4",10.044,"51059452101"
"I.2","hh4",5.578,"51059452101"
"I.3","hh4",14.402,"51059452101"
"I.4","hh4",9.328,"51059452101"
"I.5","hh4",11.559,"51059452101"
"I.6","hh4",24.639,"51059452101"
"I.7","hh4",47.888,"51059452101"
"I.8","hh4",38.477,"51059452101"
"I.9","hh4",76.085,"51059452101"
"I.1","hh5",29.228,"51059452101"
"I.2","hh5",3.011,"51059452101"
"I.3","hh5",7.206,"51059452101"
"I.4","hh5",5.892,"51059452101"
"I.5","hh5",13.292,"51059452101"
"I.6","hh5",33.057,"51059452101"
"I.7","hh5",58.854,"51059452101"
"I.8","hh5",26.301,"51059452101"
"I.9","hh5",39.159,"51059452101"
"I.1","hh1",77.477,"51059452000"
"I.2","hh1",0,"51059452000"
"I.3","hh1",8.26,"51059452000"
"I.4","hh1",0.895,"51059452000"
"I.5","hh1",23.973,"51059452000"
"I.6","hh1",27.007,"51059452000"
"I.7","hh1",57.899,"51059452000"
"I.8","hh1",23.633,"51059452000"
"I.9","hh1",42.856,"51059452000"
"I.1","hh2",14.841,"51059452000"
"I.2","hh2",0,"51059452000"
"I.3","hh2",3.878,"51059452000"
"I.4","hh2",0.512,"51059452000"
"I.5","hh2",13.589,"51059452000"
"I.6","hh2",19.343,"51059452000"
"I.7","hh2",45.608,"51059452000"
"I.8","hh2",37.461,"51059452000"
"I.9","hh2",104.769,"51059452000"
"I.1","hh3",8.086,"51059452000"
"I.2","hh3",0,"51059452000"
"I.3","hh3",3.071,"51059452000"
"I.4","hh3",0.688,"51059452000"
"I.5","hh3",7.982,"51059452000"
"I.6","hh3",7.907,"51059452000"
"I.7","hh3",30.964,"51059452000"
"I.8","hh3",20.694,"51059452000"
"I.9","hh3",68.61,"51059452000"
"I.1","hh4",2.972,"51059452000"
"I.2","hh4",0,"51059452000"
"I.3","hh4",3.545,"51059452000"
"I.4","hh4",0.545,"51059452000"
"I.5","hh4",6.91,"51059452000"
"I.6","hh4",6.708,"51059452000"
"I.7","hh4",16.133,"51059452000"
"I.8","hh4",15.003,"51059452000"
"I.9","hh4",65.185,"51059452000"
"I.1","hh5",38.625,"51059452000"
"I.2","hh5",0,"51059452000"
"I.3","hh5",2.247,"51059452000"
"I.4","hh5",0.36,"51059452000"
"I.5","hh5",9.546,"51059452000"
"I.6","hh5",11.036,"51059452000"
"I.7","hh5",30.398,"51059452000"
"I.8","hh5",15.208,"51059452000"
"I.9","hh5",105.58,"51059452000"
"I.1","hh1",27.599,"51059451900"
"I.2","hh1",26.812,"51059451900"
"I.3","hh1",34.334,"51059451900"
"I.4","hh1",48.311,"51059451900"
"I.5","hh1",226.338,"51059451900"
"I.6","hh1",133.294,"51059451900"
"I.7","hh1",174.728,"51059451900"
"I.8","hh1",50.277,"51059451900"
"I.9","hh1",39.307,"51059451900"
"I.1","hh2",6.98,"51059451900"
"I.2","hh2",8.596,"51059451900"
"I.3","hh2",15.803,"51059451900"
"I.4","hh2",25.029,"51059451900"
"I.5","hh2",114.168,"51059451900"
"I.6","hh2",92.903,"51059451900"
"I.7","hh2",142.598,"51059451900"
"I.8","hh2",84.673,"51059451900"
"I.9","hh2",120.248,"51059451900"
"I.1","hh3",3.234,"51059451900"
"I.2","hh3",5.433,"51059451900"
"I.3","hh3",11.007,"51059451900"
"I.4","hh3",32.073,"51059451900"
"I.5","hh3",55.587,"51059451900"
"I.6","hh3",32.158,"51059451900"
"I.7","hh3",75.893,"51059451900"
"I.8","hh3",38.319,"51059451900"
"I.9","hh3",55.297,"51059451900"
"I.1","hh4",1.685,"51059451900"
"I.2","hh4",9.86,"51059451900"
"I.3","hh4",14.017,"51059451900"
"I.4","hh4",27.656,"51059451900"
"I.5","hh4",58.863,"51059451900"
"I.6","hh4",31.305,"51059451900"
"I.7","hh4",47.228,"51059451900"
"I.8","hh4",31.301,"51059451900"
"I.9","hh4",61.085,"51059451900"
"I.1","hh5",2.502,"51059451900"
"I.2","hh5",2.298,"51059451900"
"I.3","hh5",2.839,"51059451900"
"I.4","hh5",5.93,"51059451900"
"I.5","hh5",13.044,"51059451900"
"I.6","hh5",11.34,"51059451900"
"I.7","hh5",14.553,"51059451900"
