"","puma","serialno","hh_comb","index","hh_size_recode","hh_income_cat","hh_income"
"21047","59308","2019HU0312421","2:200000",27,2,"$75,000 to $99,999",87100
"21048","59308","2019HU0313410","2:200000",42,2,"$200,000 or more",328500
"21049","59308","2019HU0321729","1:100000",31,1,"$100,000 to $149,999",115100
"21050","59308","2019HU0323469","1:100000",31,1,"$100,000 to $149,999",145600
"21051","59308","2019HU0327907","1:100000",6,1,"$15,000 to $24,999",23000
"21052","59308","2019HU0331419","2:200000",32,2,"$100,000 to $149,999",108500
"21053","59308","2019HU0333624","6:401010",35,5,"$100,000 to $149,999",112800
"21054","59308","2019HU0336381","1:100000",21,1,"$50,000 to $74,999",66400
"21055","59308","2019HU0336466","1:100000",1,1,"Less than $15,000",4400
"21056","59308","2019HU0338114","3:300000",28,3,"$75,000 to $99,999",94000
"21057","59308","2019HU0338534","5:311000",40,5,"$150,000 to $199,999",170000
"21058","59308","2019HU0345167","2:200000",22,2,"$50,000 to $74,999",61400
"21059","59308","2019HU0346432","5:500000",45,5,"$200,000 or more",440000
"21060","59308","2019HU0348289","5:201110",45,5,"$200,000 or more",494200
"21061","59308","2019HU0352034","3:300000",28,3,"$75,000 to $99,999",78000
"21062","59308","2019HU0357729","2:200000",42,2,"$200,000 or more",413000
"21063","59308","2019HU0358219","4:220000",44,4,"$200,000 or more",836000
"21064","59308","2019HU0358477","3:201000",43,3,"$200,000 or more",405000
"21065","59308","2019HU0358596","1:100000",21,1,"$50,000 to $74,999",65000
"21066","59308","2019HU0359258","2:200000",42,2,"$200,000 or more",373000
"21067","59308","2019HU0360160","1:100000",11,1,"$25,000 to $34,999",30000
"21068","59308","2019HU0361713","2:200000",17,2,"$35,000 to $49,999",47000
"21069","59308","2019HU0365873","2:200000",42,2,"$200,000 or more",204700
"21070","59308","2019HU0366266","5:500000",45,5,"$200,000 or more",214700
"21071","59308","2019HU0367363","6:240000",45,5,"$200,000 or more",571000
"21072","59308","2019HU0371395","5:320000",45,5,"$200,000 or more",436000
"21073","59308","2019HU0371420","4:220000",44,4,"$200,000 or more",255000
"21074","59308","2019HU0372021","4:211000",44,4,"$200,000 or more",636000
"21075","59308","2019HU0373604","1:100000",41,1,"$200,000 or more",311700
"21076","59308","2019HU0379366","2:110000",32,2,"$100,000 to $149,999",136000
"21077","59308","2019HU0379417","5:212000",45,5,"$200,000 or more",327000
"21078","59308","2019HU0386307","2:200000",22,2,"$50,000 to $74,999",51560
"21079","59308","2019HU0387483","2:200000",42,2,"$200,000 or more",571000
"21080","59308","2019HU0392178","1:100000",31,1,"$100,000 to $149,999",130000
"21081","59308","2019HU0392388","2:200000",42,2,"$200,000 or more",315000
"21082","59308","2019HU0393797","2:200000",32,2,"$100,000 to $149,999",137000
"21083","59308","2019HU0397148","3:210000",43,3,"$200,000 or more",353000
"21084","59308","2019HU0397191","4:202000",44,4,"$200,000 or more",380000
"21085","59308","2019HU0397299","2:200000",42,2,"$200,000 or more",245000
"21086","59308","2019HU0398611","4:201010",29,4,"$75,000 to $99,999",85000
"21087","59308","2019HU0398863","4:220000",44,4,"$200,000 or more",556000
"21088","59308","2019HU0401422","2:200000",32,2,"$100,000 to $149,999",137600
"21089","59308","2019HU0403268","2:200000",42,2,"$200,000 or more",212000
"21090","59308","2019HU0405057","2:200000",42,2,"$200,000 or more",285000
"21091","59308","2019HU0407876","3:300000",43,3,"$200,000 or more",272000
"21092","59308","2019HU0412744","5:500000",45,5,"$200,000 or more",241480
"21093","59308","2019HU0413107","4:202000",39,4,"$150,000 to $199,999",155000
"21094","59308","2019HU0414610","6:402000",45,5,"$200,000 or more",238000
"21095","59308","2019HU0416218","4:202000",39,4,"$150,000 to $199,999",180000
"21096","59308","2019HU0421672","3:201000",38,3,"$150,000 to $199,999",165000
"21097","59308","2019HU0423324","2:200000",42,2,"$200,000 or more",496000
"21098","59308","2019HU0424654","1:100000",16,1,"$35,000 to $49,999",45000
"21099","59308","2019HU0426383","2:200000",42,2,"$200,000 or more",225000
"21100","59308","2019HU0426550","4:211000",44,4,"$200,000 or more",250000
"21101","59308","2019HU0426699","5:211100",45,5,"$200,000 or more",676000
"21102","59308","2019HU0427303","3:200001",43,3,"$200,000 or more",252000
"21103","59308","2019HU0432106","3:210000",28,3,"$75,000 to $99,999",90600
"21104","59308","2019HU0439048","2:200000",42,2,"$200,000 or more",266000
"21105","59308","2019HU0441131","2:200000",42,2,"$200,000 or more",208050
"21106","59308","2019HU0442858","2:200000",17,2,"$35,000 to $49,999",43100
"21107","59308","2019HU0450167","4:201010",44,4,"$200,000 or more",516000
"21108","59308","2019HU0450427","2:200000",32,2,"$100,000 to $149,999",127800
"21109","59308","2019HU0450630","2:110000",42,2,"$200,000 or more",2e+05
"21110","59308","2019HU0451118","1:100000",31,1,"$100,000 to $149,999",149100
"21111","59308","2019HU0453357","4:200110",44,4,"$200,000 or more",290000
"21112","59308","2019HU0453621","3:200010",43,3,"$200,000 or more",242000
"21113","59308","2019HU0454303","2:200000",42,2,"$200,000 or more",1295000
"21114","59308","2019HU0454320","2:200000",22,2,"$50,000 to $74,999",74900
"21115","59308","2019HU0454337","2:200000",42,2,"$200,000 or more",354000
"21116","59308","2019HU0455303","5:311000",40,5,"$150,000 to $199,999",190000
"21117","59308","2019HU0457421","1:100000",41,1,"$200,000 or more",566000
"21118","59308","2019HU0462996","2:200000",42,2,"$200,000 or more",317400
"21119","59308","2019HU0464571","4:220000",44,4,"$200,000 or more",205040
"21120","59308","2019HU0467190","4:201010",44,4,"$200,000 or more",574000
"21121","59308","2019HU0467752","7:500110",45,5,"$200,000 or more",386000
"21122","59308","2019HU0470561","3:300000",43,3,"$200,000 or more",212400
"21123","59308","2019HU0470732","2:200000",42,2,"$200,000 or more",346000
"21124","59308","2019HU0471455","3:210000",43,3,"$200,000 or more",245000
"21125","59308","2019HU0472234","2:100100",42,2,"$200,000 or more",281000
"21126","59308","2019HU0477876","4:400000",44,4,"$200,000 or more",318560
"21127","59308","2019HU0478074","1:100000",26,1,"$75,000 to $99,999",99400
"21128","59308","2019HU0478165","2:200000",42,2,"$200,000 or more",234500
"21129","59308","2019HU0483900","3:210000",43,3,"$200,000 or more",252800
"21130","59308","2019HU0484579","2:200000",32,2,"$100,000 to $149,999",122400
"21131","59308","2019HU0487092","2:200000",42,2,"$200,000 or more",251000
"21132","59308","2019HU0487862","4:310000",44,4,"$200,000 or more",229950
"21133","59308","2019HU0490607","1:100000",31,1,"$100,000 to $149,999",124400
"21134","59308","2019HU0490865","1:100000",31,1,"$100,000 to $149,999",104000
"21135","59308","2019HU0496540","3:200010",33,3,"$100,000 to $149,999",130000
"21136","59308","2019HU0504745","2:110000",27,2,"$75,000 to $99,999",90000
"21137","59308","2019HU0509447","1:100000",6,1,"$15,000 to $24,999",20800
"21138","59308","2019HU0510388","2:200000",42,2,"$200,000 or more",224600
"21139","59308","2019HU0512608","5:202100",45,5,"$200,000 or more",288200
"21140","59308","2019HU0512656","4:130000",44,4,"$200,000 or more",556000
"21141","59308","2019HU0516507","4:220000",44,4,"$200,000 or more",516000
"21142","59308","2019HU0528356","2:200000",42,2,"$200,000 or more",312100
"21143","59308","2019HU0532030","5:400010",40,5,"$150,000 to $199,999",156200
"21144","59308","2019HU0533612","1:100000",31,1,"$100,000 to $149,999",105000
"21145","59308","2019HU0543611","2:200000",42,2,"$200,000 or more",236300
"21146","59308","2019HU0547210","4:400000",44,4,"$200,000 or more",291800
"21147","59308","2019HU0551311","2:200000",32,2,"$100,000 to $149,999",126900
"21148","59308","2019HU0555393","2:200000",42,2,"$200,000 or more",612000
"21149","59308","2019HU0557012","3:300000",33,3,"$100,000 to $149,999",139500
"21150","59308","2019HU0557938","4:202000",39,4,"$150,000 to $199,999",175000
"21151","59308","2019HU0566270","3:300000",43,3,"$200,000 or more",241000
"21152","59308","2019HU0570466","1:100000",21,1,"$50,000 to $74,999",56400
"21153","59308","2019HU0572868","1:100000",21,1,"$50,000 to $74,999",57000
"21154","59308","2019HU0574114","4:202000",44,4,"$200,000 or more",363000
"21155","59308","2019HU0578049","2:200000",42,2,"$200,000 or more",220400
"21156","59308","2019HU0578340","1:100000",41,1,"$200,000 or more",289500
"21157","59308","2019HU0579460","1:100000",31,1,"$100,000 to $149,999",120000
"21158","59308","2019HU0579570","2:200000",42,2,"$200,000 or more",375000
"21159","59308","2019HU0581773","5:301010",45,5,"$200,000 or more",625000
"21160","59308","2019HU0586018","2:200000",22,2,"$50,000 to $74,999",73200
"21161","59308","2019HU0586434","2:200000",42,2,"$200,000 or more",4e+05
"21162","59308","2019HU0587840","2:200000",37,2,"$150,000 to $199,999",171500
"21163","59308","2019HU0589026","4:201010",44,4,"$200,000 or more",2e+05
"21164","59308","2019HU0589191","1:100000",21,1,"$50,000 to $74,999",56000
"21165","59308","2019HU0590678","1:100000",1,1,"Less than $15,000",3000
"21166","59308","2019HU0592225","4:202000",44,4,"$200,000 or more",359000
"21167","59308","2019HU0592821","5:202010",35,5,"$100,000 to $149,999",1e+05
"21168","59308","2019HU0596338","1:100000",31,1,"$100,000 to $149,999",1e+05
"21169","59308","2019HU0596462","2:200000",22,2,"$50,000 to $74,999",73700
"21170","59308","2019HU0597779","3:300000",43,3,"$200,000 or more",253700
"21171","59308","2019HU0602588","2:200000",42,2,"$200,000 or more",201000
"21172","59308","2019HU0604585","4:200011",24,4,"$50,000 to $74,999",55000
"21173","59308","2019HU0609972","3:210000",38,3,"$150,000 to $199,999",170000
"21174","59308","2019HU0612562","3:210000",43,3,"$200,000 or more",230500
"21175","59308","2019HU0613209","2:200000",37,2,"$150,000 to $199,999",197000
"21176","59308","2019HU0614049","2:200000",27,2,"$75,000 to $99,999",76720
"21177","59308","2019HU0616153","1:100000",41,1,"$200,000 or more",253000
"21178","59308","2019HU0630086","3:101100",13,3,"$25,000 to $34,999",30800
"21179","59308","2019HU0630376","4:200110",34,4,"$100,000 to $149,999",125200
"21180","59308","2019HU0632953","6:400110",45,5,"$200,000 or more",774700
"21181","59308","2019HU0634423","3:210000",43,3,"$200,000 or more",290500
"21182","59308","2019HU0651870","3:200010",33,3,"$100,000 to $149,999",127000
"21183","59308","2019HU0653567","1:100000",36,1,"$150,000 to $199,999",190000
"21184","59308","2019HU0654783","1:100000",41,1,"$200,000 or more",201900
"21185","59308","2019HU0660681","2:200000",42,2,"$200,000 or more",598000
"21186","59308","2019HU0668191","4:220000",44,4,"$200,000 or more",526100
"21187","59308","2019HU0674708","2:200000",42,2,"$200,000 or more",201100
"21188","59308","2019HU0676267","1:100000",41,1,"$200,000 or more",200300
"21189","59308","2019HU0678022","2:200000",42,2,"$200,000 or more",208400
"21190","59308","2019HU0679725","2:200000",32,2,"$100,000 to $149,999",144000
"21191","59308","2019HU0684163","4:220000",44,4,"$200,000 or more",340000
"21192","59308","2019HU0687355","5:221000",45,5,"$200,000 or more",3e+05
"21193","59308","2019HU0692072","3:200010",38,3,"$150,000 to $199,999",160000
"21194","59308","2019HU0694053","5:211100",45,5,"$200,000 or more",291000
"21195","59308","2019HU0700007","1:100000",6,1,"$15,000 to $24,999",20000
"21196","59308","2019HU0700138","2:200000",42,2,"$200,000 or more",3e+05
"21197","59308","2019HU0701674","2:200000",32,2,"$100,000 to $149,999",140000
"21198","59308","2019HU0702013","2:200000",27,2,"$75,000 to $99,999",78400
"21199","59308","2019HU0702937","2:200000",42,2,"$200,000 or more",210000
"21200","59308","2019HU0703773","1:100000",21,1,"$50,000 to $74,999",54000
"21201","59308","2019HU0706275","2:101000",22,2,"$50,000 to $74,999",50000
"21202","59308","2019HU0710714","3:210000",3,3,"Less than $15,000",8100
"21203","59308","2019HU0713543","1:100000",36,1,"$150,000 to $199,999",150000
"21204","59308","2019HU0715471","1:100000",41,1,"$200,000 or more",676000
"21205","59308","2019HU0715756","2:200000",22,2,"$50,000 to $74,999",72500
"21206","59308","2019HU0716902","2:200000",32,2,"$100,000 to $149,999",104000
"21207","59308","2019HU0721370","1:100000",16,1,"$35,000 to $49,999",39650
"21208","59308","2019HU0727241","2:200000",32,2,"$100,000 to $149,999",129000
"21209","59308","2019HU0729004","5:211100",45,5,"$200,000 or more",656000
"21210","59308","2019HU0730428","4:202000",44,4,"$200,000 or more",365000
"21211","59308","2019HU0733595","4:220000",44,4,"$200,000 or more",256920
"21212","59308","2019HU0734331","2:200000",32,2,"$100,000 to $149,999",112000
"21213","59308","2019HU0735054","4:220000",44,4,"$200,000 or more",420000
"21214","59308","2019HU0737008","4:202000",44,4,"$200,000 or more",312200
"21215","59308","2019HU0739611","2:200000",42,2,"$200,000 or more",394000
"21216","59308","2019HU0744419","2:200000",42,2,"$200,000 or more",587000
"21217","59308","2019HU0746875","4:202000",44,4,"$200,000 or more",686000
"21218","59308","2019HU0750219","3:201000",33,3,"$100,000 to $149,999",123800
"21219","59308","2019HU0756744","1:100000",41,1,"$200,000 or more",513000
"21220","59308","2019HU0758365","4:200110",39,4,"$150,000 to $199,999",150000
"21221","59308","2019HU0763159","2:200000",37,2,"$150,000 to $199,999",193000
"21222","59308","2019HU0764410","3:300000",43,3,"$200,000 or more",335900
"21223","59308","2019HU0778294","2:200000",27,2,"$75,000 to $99,999",95500
"21224","59308","2019HU0784691","3:300000",43,3,"$200,000 or more",444900
"21225","59308","2019HU0785184","6:222000",45,5,"$200,000 or more",524500
"21226","59308","2019HU0790675","3:300000",43,3,"$200,000 or more",714300
"21227","59308","2019HU0802558","1:100000",16,1,"$35,000 to $49,999",44600
"21228","59308","2019HU0804470","2:200000",42,2,"$200,000 or more",1053000
"21229","59308","2019HU0810234","1:100000",26,1,"$75,000 to $99,999",85000
"21230","59308","2019HU0816173","1:100000",31,1,"$100,000 to $149,999",112500
"21231","59308","2019HU0819440","2:110000",17,2,"$35,000 to $49,999",45000
"21232","59308","2019HU0821856","1:100000",26,1,"$75,000 to $99,999",85000
"21233","59308","2019HU0822467","2:200000",32,2,"$100,000 to $149,999",138000
"21234","59308","2019HU0822863","4:211000",44,4,"$200,000 or more",250000
"21235","59308","2019HU0827026","1:100000",26,1,"$75,000 to $99,999",90000
"21236","59308","2019HU0827805","3:300000",33,3,"$100,000 to $149,999",122500
"21237","59308","2019HU0832251","2:200000",32,2,"$100,000 to $149,999",137700
"21238","59308","2019HU0840144","2:200000",42,2,"$200,000 or more",2e+05
"21239","59308","2019HU0841198","1:100000",31,1,"$100,000 to $149,999",130000
"21240","59308","2019HU0842709","4:200200",44,4,"$200,000 or more",340300
"21241","59308","2019HU0845666","4:211000",34,4,"$100,000 to $149,999",139000
"21242","59308","2019HU0846437","1:100000",26,1,"$75,000 to $99,999",85100
"21243","59308","2019HU0848488","3:210000",43,3,"$200,000 or more",365000
"21244","59308","2019HU0849980","2:200000",42,2,"$200,000 or more",343400
"21245","59308","2019HU0852805","3:210000",43,3,"$200,000 or more",293140
"21246","59308","2019HU0856366","1:100000",41,1,"$200,000 or more",217000
"21247","59308","2019HU0857425","2:200000",42,2,"$200,000 or more",227000
"21248","59308","2019HU0860426","2:200000",32,2,"$100,000 to $149,999",148000
"21249","59308","2019HU0860534","2:200000",27,2,"$75,000 to $99,999",97800
"21250","59308","2019HU0864280","2:200000",32,2,"$100,000 to $149,999",112000
"21251","59308","2019HU0865531","5:201110",45,5,"$200,000 or more",341500
"21252","59308","2019HU0867752","6:222000",45,5,"$200,000 or more",626150
"21253","59308","2019HU0875310","1:100000",NA,1,NA,0
"21254","59308","2019HU0883033","3:200010",43,3,"$200,000 or more",315000
"21255","59308","2019HU0893849","1:100000",41,1,"$200,000 or more",283600
"21256","59308","2019HU0894534","1:100000",21,1,"$50,000 to $74,999",54300
"21257","59308","2019HU0901402","2:200000",7,2,"$15,000 to $24,999",17200
"21258","59308","2019HU0907091","4:200110",44,4,"$200,000 or more",487000
"21259","59308","2019HU0910107","3:300000",43,3,"$200,000 or more",244000
"21260","59308","2019HU0912528","1:100000",21,1,"$50,000 to $74,999",50000
"21261","59308","2019HU0914261","1:100000",41,1,"$200,000 or more",271000
"21262","59308","2019HU0923283","6:420000",45,5,"$200,000 or more",1171500
"21263","59308","2019HU0924937","1:100000",31,1,"$100,000 to $149,999",105000
"21264","59308","2019HU0928486","3:210000",38,3,"$150,000 to $199,999",165400
"21265","59308","2019HU0928665","2:200000",42,2,"$200,000 or more",203250
"21266","59308","2019HU0930273","2:200000",27,2,"$75,000 to $99,999",82000
"21267","59308","2019HU0930593","4:220000",44,4,"$200,000 or more",251800
"21268","59308","2019HU0932404","4:201100",44,4,"$200,000 or more",243000
"21269","59308","2019HU0933401","4:400000",44,4,"$200,000 or more",236000
"21270","59308","2019HU0936512","4:400000",44,4,"$200,000 or more",223500
"21271","59308","2019HU0938263","2:110000",37,2,"$150,000 to $199,999",153000
"21272","59308","2019HU0941334","4:202000",44,4,"$200,000 or more",405000
"21273","59308","2019HU0941899","3:300000",43,3,"$200,000 or more",205000
"21274","59308","2019HU0944564","1:100000",6,1,"$15,000 to $24,999",22500
"21275","59308","2019HU0948524","4:200011",44,4,"$200,000 or more",726000
"21276","59308","2019HU0948770","1:100000",1,1,"Less than $15,000",6000
