"","puma","serialno","hh_comb","index","hh_size_recode","hh_income_cat","hh_income"
"9768","59304","2017000565429","2:200000",2,2,"Less than $15,000",13400
"9769","59304","2017000568316","4:310000",34,4,"$100,000 to $149,999",128000
"9770","59304","2017000570229","2:200000",42,2,"$200,000 or more",502080
"9771","59304","2017000579455","2:200000",27,2,"$75,000 to $99,999",93000
"9772","59304","2017000580002","4:211000",39,4,"$150,000 to $199,999",150000
"9773","59304","2017000581729","8:620000",40,5,"$150,000 to $199,999",159000
"9774","59304","2017000584828","3:300000",43,3,"$200,000 or more",334000
"9775","59304","2017000585178","3:300000",43,3,"$200,000 or more",254660
"9776","59304","2017000586245","1:100000",21,1,"$50,000 to $74,999",61120
"9777","59304","2017000589565","4:400000",44,4,"$200,000 or more",274000
"9778","59304","2017000589729","2:200000",37,2,"$150,000 to $199,999",193800
"9779","59304","2017000591484","5:202100",30,5,"$75,000 to $99,999",81000
"9780","59304","2017000593176","2:200000",42,2,"$200,000 or more",372900
"9781","59304","2017000593504","3:200010",43,3,"$200,000 or more",238000
"9782","59304","2017000595986","1:100000",16,1,"$35,000 to $49,999",40000
"9783","59304","2017000601932","2:200000",42,2,"$200,000 or more",268100
"9784","59304","2017000601997","2:200000",42,2,"$200,000 or more",415600
"9785","59304","2017000606416","4:200110",29,4,"$75,000 to $99,999",80000
"9786","59304","2017000606492","3:200010",43,3,"$200,000 or more",291300
"9787","59304","2017000611531","4:310000",44,4,"$200,000 or more",252000
"9788","59304","2017000622731","4:202000",34,4,"$100,000 to $149,999",122050
"9789","59304","2017000627030","2:200000",42,2,"$200,000 or more",229580
"9790","59304","2017000628808","3:300000",43,3,"$200,000 or more",251530
"9791","59304","2017000630543","3:300000",38,3,"$150,000 to $199,999",193000
"9792","59304","2017000634424","4:101200",NA,4,NA,0
"9793","59304","2017000635792","2:200000",42,2,"$200,000 or more",278500
"9794","59304","2017000635938","5:410000",35,5,"$100,000 to $149,999",100900
"9795","59304","2017000643422","1:100000",21,1,"$50,000 to $74,999",60000
"9796","59304","2017000646067","3:300000",38,3,"$150,000 to $199,999",156000
"9797","59304","2017000646849","2:200000",22,2,"$50,000 to $74,999",70500
"9798","59304","2017000650027","3:111000",13,3,"$25,000 to $34,999",30010
"9799","59304","2017000650122","3:210000",18,3,"$35,000 to $49,999",43100
"9800","59304","2017000655979","2:200000",22,2,"$50,000 to $74,999",70000
"9801","59304","2017000656022","4:300100",34,4,"$100,000 to $149,999",137900
"9802","59304","2017000657279","2:200000",42,2,"$200,000 or more",327000
"9803","59304","2017000659076","2:200000",27,2,"$75,000 to $99,999",83000
"9804","59304","2017000660029","3:200010",33,3,"$100,000 to $149,999",145000
"9805","59304","2017000661105","5:410000",30,5,"$75,000 to $99,999",75890
"9806","59304","2017000664837","4:112000",24,4,"$50,000 to $74,999",66800
"9807","59304","2017000665273","4:220000",29,4,"$75,000 to $99,999",82900
"9808","59304","2017000669045","2:200000",32,2,"$100,000 to $149,999",119200
"9809","59304","2017000670625","4:220000",39,4,"$150,000 to $199,999",184900
"9810","59304","2017000670962","1:100000",21,1,"$50,000 to $74,999",72800
"9811","59304","2017000672104","3:200001",43,3,"$200,000 or more",545200
"9812","59304","2017000677541","1:100000",26,1,"$75,000 to $99,999",97000
"9813","59304","2017000678356","4:301000",24,4,"$50,000 to $74,999",74080
"9814","59304","2017000680440","8:402110",35,5,"$100,000 to $149,999",126600
"9815","59304","2017000683662","3:200010",33,3,"$100,000 to $149,999",101400
"9816","59304","2017000692710","2:200000",42,2,"$200,000 or more",1002300
"9817","59304","2017000693707","4:400000",44,4,"$200,000 or more",218000
"9818","59304","2017000694398","5:201011",35,5,"$100,000 to $149,999",110600
"9819","59304","2017000695603","2:200000",27,2,"$75,000 to $99,999",80000
"9820","59304","2017000695931","1:100000",41,1,"$200,000 or more",276000
"9821","59304","2017000697185","4:400000",34,4,"$100,000 to $149,999",121500
"9822","59304","2017000699375","3:210000",33,3,"$100,000 to $149,999",137000
"9823","59304","2017000700973","2:100100",27,2,"$75,000 to $99,999",75600
"9824","59304","2017000706659","1:100000",31,1,"$100,000 to $149,999",122120
"9825","59304","2017000708520","2:200000",37,2,"$150,000 to $199,999",157000
"9826","59304","2017000709028","2:200000",32,2,"$100,000 to $149,999",131500
"9827","59304","2017000716572","4:310000",34,4,"$100,000 to $149,999",130000
"9828","59304","2017000718542","4:211000",44,4,"$200,000 or more",230000
"9829","59304","2017000720601","2:200000",22,2,"$50,000 to $74,999",54000
"9830","59304","2017000721445","4:220000",24,4,"$50,000 to $74,999",50200
"9831","59304","2017000724056","5:201020",45,5,"$200,000 or more",211500
"9832","59304","2017000725584","4:211000",44,4,"$200,000 or more",260010
"9833","59304","2017000725621","6:302100",40,5,"$150,000 to $199,999",194000
"9834","59304","2017000728783","4:211000",44,4,"$200,000 or more",296000
"9835","59304","2017000729261","2:200000",22,2,"$50,000 to $74,999",57500
"9836","59304","2017000731721","1:100000",21,1,"$50,000 to $74,999",54500
"9837","59304","2017000740025","2:200000",27,2,"$75,000 to $99,999",95900
"9838","59304","2017000744323","2:200000",2,2,"Less than $15,000",5400
"9839","59304","2017000745924","2:200000",27,2,"$75,000 to $99,999",88400
"9840","59304","2017000747467","2:200000",27,2,"$75,000 to $99,999",87000
"9841","59304","2017000749444","3:300000",43,3,"$200,000 or more",275200
"9842","59304","2017000752077","5:401000",35,5,"$100,000 to $149,999",105900
"9843","59304","2017000754115","6:510000",40,5,"$150,000 to $199,999",173000
"9844","59304","2017000754499","2:200000",22,2,"$50,000 to $74,999",69200
"9845","59304","2017000760916","2:200000",42,2,"$200,000 or more",502500
"9846","59304","2017000763024","5:410000",45,5,"$200,000 or more",529230
"9847","59304","2017000763433","4:400000",39,4,"$150,000 to $199,999",192100
"9848","59304","2017000764700","3:200010",33,3,"$100,000 to $149,999",118800
"9849","59304","2017000765924","4:301000",44,4,"$200,000 or more",257000
"9850","59304","2017000772638","2:200000",37,2,"$150,000 to $199,999",150010
"9851","59304","2017000773155","3:300000",43,3,"$200,000 or more",351000
"9852","59304","2017000774226","3:300000",43,3,"$200,000 or more",212800
"9853","59304","2017000775898","5:202100",10,5,"$15,000 to $24,999",24300
"9854","59304","2017000776566","2:200000",NA,2,NA,0
"9855","59304","2017000796791","2:200000",27,2,"$75,000 to $99,999",99500
"9856","59304","2017000798841","4:202000",34,4,"$100,000 to $149,999",104000
"9857","59304","2017000802263","2:200000",42,2,"$200,000 or more",268000
"9858","59304","2017000802397","1:100000",11,1,"$25,000 to $34,999",30000
"9859","59304","2017000805182","2:200000",22,2,"$50,000 to $74,999",53700
"9860","59304","2017000807095","3:300000",18,3,"$35,000 to $49,999",44650
"9861","59304","2017000807936","4:220000",44,4,"$200,000 or more",251930
"9862","59304","2017000813573","5:500000",25,5,"$50,000 to $74,999",66600
"9863","59304","2017000815063","2:200000",37,2,"$150,000 to $199,999",181250
"9864","59304","2017000816943","4:202000",44,4,"$200,000 or more",230000
"9865","59304","2017000824017","1:100000",6,1,"$15,000 to $24,999",18000
"9866","59304","2017000826295","1:100000",41,1,"$200,000 or more",504600
"9867","59304","2017000827802","2:200000",27,2,"$75,000 to $99,999",81520
"9868","59304","2017000832528","3:300000",43,3,"$200,000 or more",453300
"9869","59304","2017000834611","3:300000",33,3,"$100,000 to $149,999",137000
"9870","59304","2017000838206","5:202100",20,5,"$35,000 to $49,999",42710
"9871","59304","2017000844923","4:400000",39,4,"$150,000 to $199,999",191000
"9872","59304","2017000850036","4:200110",34,4,"$100,000 to $149,999",140000
"9873","59304","2017000861814","4:220000",44,4,"$200,000 or more",512760
"9874","59304","2017000863754","2:200000",27,2,"$75,000 to $99,999",85300
"9875","59304","2017000871382","4:211000",44,4,"$200,000 or more",503000
"9876","59304","2017000871810","5:202010",35,5,"$100,000 to $149,999",116400
"9877","59304","2017000874237","2:200000",32,2,"$100,000 to $149,999",138500
"9878","59304","2017000882389","2:200000",37,2,"$150,000 to $199,999",170000
"9879","59304","2017000887197","5:211100",25,5,"$50,000 to $74,999",50000
"9880","59304","2017000906153","3:300000",43,3,"$200,000 or more",222270
"9881","59304","2017000911226","3:210000",43,3,"$200,000 or more",393300
"9882","59304","2017000913685","4:201010",29,4,"$75,000 to $99,999",85000
"9883","59304","2017000916694","2:200000",22,2,"$50,000 to $74,999",59900
"9884","59304","2017000921006","2:200000",27,2,"$75,000 to $99,999",76900
"9885","59304","2017000923399","2:200000",22,2,"$50,000 to $74,999",52000
"9886","59304","2017000930227","2:200000",42,2,"$200,000 or more",349000
"9887","59304","2017000932696","4:400000",39,4,"$150,000 to $199,999",150000
"9888","59304","2017000933270","2:200000",27,2,"$75,000 to $99,999",90000
"9889","59304","2017000936264","1:100000",26,1,"$75,000 to $99,999",89000
"9890","59304","2017000941021","2:200000",32,2,"$100,000 to $149,999",114800
"9891","59304","2017000943574","3:300000",43,3,"$200,000 or more",282300
"9892","59304","2017000948355","1:100000",36,1,"$150,000 to $199,999",150000
"9893","59304","2017000949910","1:100000",21,1,"$50,000 to $74,999",57000
"9894","59304","2017000953098","4:201010",24,4,"$50,000 to $74,999",50000
"9895","59304","2017000955726","8:521000",45,5,"$200,000 or more",255000
"9896","59304","2017000958069","2:200000",32,2,"$100,000 to $149,999",138000
"9897","59304","2017000959240","1:100000",21,1,"$50,000 to $74,999",50000
"9898","59304","2017000959882","2:200000",42,2,"$200,000 or more",267500
"9899","59304","2017000960942","2:200000",42,2,"$200,000 or more",241000
"9900","59304","2017000961037","3:210000",23,3,"$50,000 to $74,999",70600
"9901","59304","2017000963398","4:202000",39,4,"$150,000 to $199,999",171800
"9902","59304","2017000966562","6:510000",45,5,"$200,000 or more",235600
"9903","59304","2017000977082","7:520000",45,5,"$200,000 or more",269090
"9904","59304","2017000980485","3:210000",38,3,"$150,000 to $199,999",183000
"9905","59304","2017000989925","4:220000",44,4,"$200,000 or more",368000
"9906","59304","2017000990357","1:100000",1,1,"Less than $15,000",8550
"9907","59304","2017000997916","2:200000",32,2,"$100,000 to $149,999",112150
"9908","59304","2017001000968","3:300000",43,3,"$200,000 or more",470000
"9909","59304","2017001006181","4:400000",44,4,"$200,000 or more",271000
"9910","59304","2017001006666","3:200001",33,3,"$100,000 to $149,999",109000
"9911","59304","2017001008150","2:200000",42,2,"$200,000 or more",208700
"9912","59304","2017001012975","3:201000",38,3,"$150,000 to $199,999",190320
"9913","59304","2017001015674","2:200000",37,2,"$150,000 to $199,999",185810
"9914","59304","2017001019681","5:201110",25,5,"$50,000 to $74,999",60000
"9915","59304","2017001019773","2:200000",37,2,"$150,000 to $199,999",182000
"9916","59304","2017001027021","3:300000",43,3,"$200,000 or more",557000
"9917","59304","2017001029059","1:100000",26,1,"$75,000 to $99,999",82000
"9918","59304","2017001031974","3:200100",38,3,"$150,000 to $199,999",155000
"9919","59304","2017001036990","5:500000",45,5,"$200,000 or more",309000
"9920","59304","2017001041175","4:202000",44,4,"$200,000 or more",240800
"9921","59304","2017001044628","3:200010",33,3,"$100,000 to $149,999",136000
"9922","59304","2017001045438","4:201100",44,4,"$200,000 or more",270000
"9923","59304","2017001053497","3:210000",33,3,"$100,000 to $149,999",102000
"9924","59304","2017001053666","3:210000",43,3,"$200,000 or more",292000
"9925","59304","2017001056368","5:500000",45,5,"$200,000 or more",222500
"9926","59304","2017001058815","6:321000",40,5,"$150,000 to $199,999",185100
"9927","59304","2017001060190","4:210010",19,4,"$35,000 to $49,999",49300
"9928","59304","2017001062725","2:200000",42,2,"$200,000 or more",242000
"9929","59304","2017001065557","2:200000",22,2,"$50,000 to $74,999",51000
"9930","59304","2017001068159","2:200000",42,2,"$200,000 or more",220000
"9931","59304","2017001070201","4:200110",39,4,"$150,000 to $199,999",160000
"9932","59304","2017001071973","3:300000",28,3,"$75,000 to $99,999",85400
"9933","59304","2017001074637","4:400000",44,4,"$200,000 or more",280300
"9934","59304","2017001091726","1:100000",11,1,"$25,000 to $34,999",30310
"9935","59304","2017001096361","5:212000",40,5,"$150,000 to $199,999",187000
"9936","59304","2017001102389","1:100000",36,1,"$150,000 to $199,999",159000
"9937","59304","2017001102751","2:200000",37,2,"$150,000 to $199,999",184600
"9938","59304","2017001104884","3:200001",13,3,"$25,000 to $34,999",26000
"9939","59304","2017001111627","3:300000",13,3,"$25,000 to $34,999",25000
"9940","59304","2017001111993","2:110000",27,2,"$75,000 to $99,999",90060
"9941","59304","2017001119515","4:220000",39,4,"$150,000 to $199,999",173000
"9942","59304","2017001119865","5:301100",45,5,"$200,000 or more",217000
"9943","59304","2017001120696","3:210000",3,3,"Less than $15,000",8000
"9944","59304","2017001122466","5:211010",45,5,"$200,000 or more",396000
"9945","59304","2017001126235","4:310000",24,4,"$50,000 to $74,999",74300
"9946","59304","2017001127225","1:100000",11,1,"$25,000 to $34,999",34600
"9947","59304","2017001127421","1:100000",31,1,"$100,000 to $149,999",110000
"9948","59304","2017001131296","1:100000",31,1,"$100,000 to $149,999",143900
"9949","59304","2017001131543","2:200000",32,2,"$100,000 to $149,999",118900
"9950","59304","2017001136025","2:110000",2,2,"Less than $15,000",8400
"9951","59304","2017001145237","1:100000",6,1,"$15,000 to $24,999",24500
"9952","59304","2017001148431","1:100000",26,1,"$75,000 to $99,999",85000
"9953","59304","2017001165360","3:210000",43,3,"$200,000 or more",236370
"9954","59304","2017001166171","7:331000",40,5,"$150,000 to $199,999",177450
"9955","59304","2017001167404","2:200000",37,2,"$150,000 to $199,999",189100
"9956","59304","2017001169823","2:101000",27,2,"$75,000 to $99,999",81000
"9957","59304","2017001175394","1:100000",21,1,"$50,000 to $74,999",52000
"9958","59304","2017001175413","2:200000",27,2,"$75,000 to $99,999",77000
"9959","59304","2017001176459","2:200000",17,2,"$35,000 to $49,999",42500
"9960","59304","2017001188825","1:100000",21,1,"$50,000 to $74,999",68000
"9961","59304","2017001195494","2:200000",42,2,"$200,000 or more",778000
"9962","59304","2017001196579","2:200000",22,2,"$50,000 to $74,999",53000
"9963","59304","2017001199603","2:200000",32,2,"$100,000 to $149,999",124000
"9964","59304","2017001204686","1:100000",31,1,"$100,000 to $149,999",142000
"9965","59304","2017001207691","2:101000",22,2,"$50,000 to $74,999",60050
"9966","59304","2017001208131","3:300000",38,3,"$150,000 to $199,999",189030
"9967","59304","2017001216688","2:200000",32,2,"$100,000 to $149,999",112000
"9968","59304","2017001216886","1:100000",26,1,"$75,000 to $99,999",82000
"9969","59304","2017001227231","1:100000",11,1,"$25,000 to $34,999",28000
"9970","59304","2017001244410","2:200000",42,2,"$200,000 or more",270000
"9971","59304","2017001248186","1:100000",31,1,"$100,000 to $149,999",106000
"9972","59304","2017001250338","3:120000",33,3,"$100,000 to $149,999",138600
"9973","59304","2017001254962","4:220000",44,4,"$200,000 or more",305000
"9974","59304","2017001255417","1:100000",26,1,"$75,000 to $99,999",90000
"9975","59304","2017001264260","3:200010",43,3,"$200,000 or more",227000
"9976","59304","2017001265024","3:111000",3,3,"Less than $15,000",13600
"9977","59304","2017001269101","1:100000",21,1,"$50,000 to $74,999",70200
"9978","59304","2017001275887","1:100000",11,1,"$25,000 to $34,999",30000
"9979","59304","2017001285679","4:300100",44,4,"$200,000 or more",518000
"9980","59304","2017001285689","4:400000",29,4,"$75,000 to $99,999",86400
"9981","59304","2017001286635","3:300000",28,3,"$75,000 to $99,999",90000
"9982","59304","2017001287324","4:202000",39,4,"$150,000 to $199,999",168000
"9983","59304","2017001287338","7:213010",40,5,"$150,000 to $199,999",174930
"9984","59304","2017001290734","2:200000",42,2,"$200,000 or more",236900
"9985","59304","2017001291071","1:100000",16,1,"$35,000 to $49,999",48000
"9986","59304","2017001298099","2:200000",42,2,"$200,000 or more",324040
"9987","59304","2017001301378","6:311010",45,5,"$200,000 or more",233000
"9988","59304","2017001303969","4:211000",24,4,"$50,000 to $74,999",58000
"9989","59304","2017001305646","4:202000",39,4,"$150,000 to $199,999",198040
"9990","59304","2017001306037","3:300000",38,3,"$150,000 to $199,999",150000
"9991","59304","2017001307582","2:110000",12,2,"$25,000 to $34,999",31400
"9992","59304","2017001309040","2:200000",27,2,"$75,000 to $99,999",93500
"9993","59304","2017001312395","2:200000",27,2,"$75,000 to $99,999",86700
"9994","59304","2017001316825","3:210000",28,3,"$75,000 to $99,999",76000
"9995","59304","2017001324860","2:200000",42,2,"$200,000 or more",219000
"9996","59304","2017001327081","1:100000",16,1,"$35,000 to $49,999",44000
"9997","59304","2017001329404","4:200110",19,4,"$35,000 to $49,999",40000
"9998","59304","2017001333417","5:211100",10,5,"$15,000 to $24,999",20000
"9999","59304","2017001335742","1:100000",26,1,"$75,000 to $99,999",87250
"10000","59304","2017001337756","3:300000",43,3,"$200,000 or more",224800
"10001","59304","2017001352268","2:200000",32,2,"$100,000 to $149,999",115900
"10002","59304","2017001353703","2:200000",22,2,"$50,000 to $74,999",55090
"10003","59304","2017001354041","2:200000",37,2,"$150,000 to $199,999",173400
"10004","59304","2017001363955","1:100000",36,1,"$150,000 to $199,999",150500
"10005","59304","2017001367048","6:213000",30,5,"$75,000 to $99,999",82100
"10006","59304","2017001369046","2:200000",42,2,"$200,000 or more",658100
"10007","59304","2017001370451","4:400000",34,4,"$100,000 to $149,999",133000
"10008","59304","2017001377586","2:200000",32,2,"$100,000 to $149,999",132000
"10009","59304","2017001380029","1:100000",31,1,"$100,000 to $149,999",120070
"10010","59304","2017001401676","1:010000",NA,1,NA,0
"10011","59304","2017001431000","1:010000",NA,1,NA,0
"10012","59304","2017001456839","1:100000",NA,1,NA,0
"10013","59304","2017001458682","1:100000",NA,1,NA,0
"10014","59304","2017001470560","1:100000",NA,1,NA,0
"10015","59304","2017001482857","1:100000",NA,1,NA,0
"10016","59304","2017001522799","1:100000",NA,1,NA,0
"10017","59304","2018GQ0061551","1:100000",NA,1,NA,0
"10018","59304","2018GQ0078660","1:100000",NA,1,NA,0
"10019","59304","2018GQ0086622","1:100000",NA,1,NA,0
"10020","59304","2018GQ0089710","1:100000",NA,1,NA,0
"10021","59304","2018GQ0141079","1:100000",NA,1,NA,0
"10022","59304","2018HU0006894","3:200001",43,3,"$200,000 or more",204000
"10023","59304","2018HU0007620","2:200000",42,2,"$200,000 or more",284800
"10024","59304","2018HU0015935","1:100000",31,1,"$100,000 to $149,999",120000
"10025","59304","2018HU0027138","2:200000",12,2,"$25,000 to $34,999",27800
"10026","59304","2018HU0034090","4:201010",39,4,"$150,000 to $199,999",182000
"10027","59304","2018HU0042057","4:200110",39,4,"$150,000 to $199,999",162000
"10028","59304","2018HU0044366","1:100000",31,1,"$100,000 to $149,999",101200
"10029","59304","2018HU0053384","1:100000",21,1,"$50,000 to $74,999",72000
"10030","59304","2018HU0057617","1:100000",21,1,"$50,000 to $74,999",70000
"10031","59304","2018HU0058812","3:300000",43,3,"$200,000 or more",204100
"10032","59304","2018HU0059252","1:100000",16,1,"$35,000 to $49,999",43000
"10033","59304","2018HU0060820","4:201010",39,4,"$150,000 to $199,999",152000
"10034","59304","2018HU0061254","2:200000",37,2,"$150,000 to $199,999",181200
"10035","59304","2018HU0066437","3:300000",43,3,"$200,000 or more",203000
"10036","59304","2018HU0066760","4:220000",44,4,"$200,000 or more",365570
"10037","59304","2018HU0082438","4:220000",44,4,"$200,000 or more",246000
"10038","59304","2018HU0088651","2:200000",42,2,"$200,000 or more",211000
"10039","59304","2018HU0094218","2:200000",42,2,"$200,000 or more",1414000
"10040","59304","2018HU0094881","6:203100",45,5,"$200,000 or more",240000
"10041","59304","2018HU0096241","1:100000",21,1,"$50,000 to $74,999",66000
"10042","59304","2018HU0098299","2:200000",32,2,"$100,000 to $149,999",111000
"10043","59304","2018HU0102064","2:200000",22,2,"$50,000 to $74,999",72600
"10044","59304","2018HU0102470","3:300000",38,3,"$150,000 to $199,999",161800
"10045","59304","2018HU0103799","1:100000",6,1,"$15,000 to $24,999",15400
"10046","59304","2018HU0109798","4:220000",44,4,"$200,000 or more",241000
"10047","59304","2018HU0111486","3:300000",43,3,"$200,000 or more",209290
"10048","59304","2018HU0112362","2:200000",27,2,"$75,000 to $99,999",77600
"10049","59304","2018HU0113215","1:100000",6,1,"$15,000 to $24,999",19000
"10050","59304","2018HU0117849","2:200000",22,2,"$50,000 to $74,999",62700
"10051","59304","2018HU0129628","4:202000",39,4,"$150,000 to $199,999",160000
"10052","59304","2018HU0130402","1:100000",26,1,"$75,000 to $99,999",77050
"10053","59304","2018HU0131486","2:200000",27,2,"$75,000 to $99,999",75500
"10054","59304","2018HU0139547","2:200000",42,2,"$200,000 or more",290200
"10055","59304","2018HU0144252","4:220000",44,4,"$200,000 or more",301300
"10056","59304","2018HU0144597","4:130000",14,4,"$25,000 to $34,999",31000
"10057","59304","2018HU0145388","3:300000",33,3,"$100,000 to $149,999",138600
"10058","59304","2018HU0154118","3:210000",43,3,"$200,000 or more",250700
"10059","59304","2018HU0156353","2:200000",32,2,"$100,000 to $149,999",132000
"10060","59304","2018HU0156904","2:200000",37,2,"$150,000 to $199,999",155300
"10061","59304","2018HU0159601","6:300120",45,5,"$200,000 or more",217100
"10062","59304","2018HU0163348","3:201000",23,3,"$50,000 to $74,999",64000
"10063","59304","2018HU0166690","3:111000",38,3,"$150,000 to $199,999",166000
"10064","59304","2018HU0167740","1:100000",16,1,"$35,000 to $49,999",35400
"10065","59304","2018HU0169278","2:200000",42,2,"$200,000 or more",332000
"10066","59304","2018HU0176728","1:100000",21,1,"$50,000 to $74,999",53230
"10067","59304","2018HU0182819","2:200000",42,2,"$200,000 or more",206000
"10068","59304","2018HU0187297","2:200000",42,2,"$200,000 or more",390000
"10069","59304","2018HU0190130","1:100000",26,1,"$75,000 to $99,999",94500
"10070","59304","2018HU0195503","3:300000",43,3,"$200,000 or more",203000
"10071","59304","2018HU0199909","2:200000",42,2,"$200,000 or more",736830
"10072","59304","2018HU0200040","2:200000",22,2,"$50,000 to $74,999",74400
"10073","59304","2018HU0200415","1:100000",21,1,"$50,000 to $74,999",61000
"10074","59304","2018HU0202826","5:212000",45,5,"$200,000 or more",585200
"10075","59304","2018HU0208513","3:210000",43,3,"$200,000 or more",207000
"10076","59304","2018HU0214914","3:200100",33,3,"$100,000 to $149,999",115000
"10077","59304","2018HU0215959","2:200000",42,2,"$200,000 or more",283000
"10078","59304","2018HU0230772","3:200010",13,3,"$25,000 to $34,999",30600
"10079","59304","2018HU0230836","2:200000",17,2,"$35,000 to $49,999",37000
"10080","59304","2018HU0233552","3:210000",43,3,"$200,000 or more",222000
"10081","59304","2018HU0233561","4:200110",44,4,"$200,000 or more",2e+05
"10082","59304","2018HU0237825","4:201100",39,4,"$150,000 to $199,999",173000
"10083","59304","2018HU0239211","4:211000",34,4,"$100,000 to $149,999",104000
"10084","59304","2018HU0243207","2:110000",2,2,"Less than $15,000",9300
"10085","59304","2018HU0244140","2:200000",32,2,"$100,000 to $149,999",135100
"10086","59304","2018HU0250570","3:300000",23,3,"$50,000 to $74,999",68000
"10087","59304","2018HU0252081","1:100000",1,1,"Less than $15,000",1600
"10088","59304","2018HU0258260","3:300000",33,3,"$100,000 to $149,999",115000
"10089","59304","2018HU0259200","4:201010",34,4,"$100,000 to $149,999",1e+05
"10090","59304","2018HU0259760","2:200000",42,2,"$200,000 or more",281450
"10091","59304","2018HU0261316","3:201000",28,3,"$75,000 to $99,999",97500
"10092","59304","2018HU0264861","2:200000",32,2,"$100,000 to $149,999",148400
"10093","59304","2018HU0265680","2:200000",42,2,"$200,000 or more",288000
"10094","59304","2018HU0266635","1:100000",21,1,"$50,000 to $74,999",62000
"10095","59304","2018HU0272639","1:100000",31,1,"$100,000 to $149,999",131000
"10096","59304","2018HU0274102","2:200000",22,2,"$50,000 to $74,999",70000
"10097","59304","2018HU0274133","2:200000",7,2,"$15,000 to $24,999",20200
"10098","59304","2018HU0275191","5:320000",35,5,"$100,000 to $149,999",123000
"10099","59304","2018HU0276506","4:202000",39,4,"$150,000 to $199,999",170000
"10100","59304","2018HU0278463","1:100000",21,1,"$50,000 to $74,999",61900
"10101","59304","2018HU0279608","1:100000",36,1,"$150,000 to $199,999",170000
"10102","59304","2018HU0280607","3:200010",33,3,"$100,000 to $149,999",129000
"10103","59304","2018HU0282653","4:211000",44,4,"$200,000 or more",279500
"10104","59304","2018HU0282874","2:200000",42,2,"$200,000 or more",220000
"10105","59304","2018HU0284951","5:310100",35,5,"$100,000 to $149,999",122900
"10106","59304","2018HU0285719","1:100000",1,1,"Less than $15,000",910
"10107","59304","2018HU0286492","2:200000",NA,2,NA,0
"10108","59304","2018HU0287051","3:200010",38,3,"$150,000 to $199,999",154000
"10109","59304","2018HU0287277","3:300000",43,3,"$200,000 or more",230000
"10110","59304","2018HU0289861","4:202000",44,4,"$200,000 or more",510250
"10111","59304","2018HU0295386","2:200000",17,2,"$35,000 to $49,999",43010
"10112","59304","2018HU0295995","3:300000",43,3,"$200,000 or more",206100
"10113","59304","2018HU0301129","2:200000",42,2,"$200,000 or more",590000
"10114","59304","2018HU0302127","2:200000",42,2,"$200,000 or more",249000
"10115","59304","2018HU0302426","4:220000",44,4,"$200,000 or more",657000
"10116","59304","2018HU0302435","2:200000",2,2,"Less than $15,000",10000
"10117","59304","2018HU0303628","2:200000",37,2,"$150,000 to $199,999",170000
"10118","59304","2018HU0303731","3:210000",18,3,"$35,000 to $49,999",42000
"10119","59304","2018HU0312566","3:201000",33,3,"$100,000 to $149,999",106100
"10120","59304","2018HU0317519","2:200000",37,2,"$150,000 to $199,999",152000
"10121","59304","2018HU0318764","2:200000",22,2,"$50,000 to $74,999",60000
"10122","59304","2018HU0320235","1:100000",41,1,"$200,000 or more",300600
"10123","59304","2018HU0320625","2:200000",37,2,"$150,000 to $199,999",175000
"10124","59304","2018HU0321767","3:201000",38,3,"$150,000 to $199,999",181300
"10125","59304","2018HU0328922","6:510000",40,5,"$150,000 to $199,999",160600
"10126","59304","2018HU0333762","1:100000",31,1,"$100,000 to $149,999",123000
"10127","59304","2018HU0334421","3:210000",8,3,"$15,000 to $24,999",22000
"10128","59304","2018HU0335117","4:211000",44,4,"$200,000 or more",320700
"10129","59304","2018HU0336758","3:300000",33,3,"$100,000 to $149,999",122210
"10130","59304","2018HU0338057","2:200000",42,2,"$200,000 or more",559000
"10131","59304","2018HU0340913","1:100000",6,1,"$15,000 to $24,999",16500
"10132","59304","2018HU0343270","2:200000",37,2,"$150,000 to $199,999",155000
"10133","59304","2018HU0350474","4:300010",39,4,"$150,000 to $199,999",171000
"10134","59304","2018HU0352270","2:200000",42,2,"$200,000 or more",404000
"10135","59304","2018HU0354389","6:312000",35,5,"$100,000 to $149,999",140400
"10136","59304","2018HU0359576","7:610000",45,5,"$200,000 or more",305000
"10137","59304","2018HU0360746","2:200000",22,2,"$50,000 to $74,999",73030
"10138","59304","2018HU0368533","3:200100",23,3,"$50,000 to $74,999",51000
"10139","59304","2018HU0375247","2:200000",42,2,"$200,000 or more",285400
"10140","59304","2018HU0377168","1:100000",21,1,"$50,000 to $74,999",65800
"10141","59304","2018HU0387528","2:200000",42,2,"$200,000 or more",659000
"10142","59304","2018HU0388886","2:200000",37,2,"$150,000 to $199,999",154000
"10143","59304","2018HU0390109","2:200000",22,2,"$50,000 to $74,999",58700
"10144","59304","2018HU0399685","5:221000",15,5,"$25,000 to $34,999",32200
"10145","59304","2018HU0402164","8:312200",15,5,"$25,000 to $34,999",26500
"10146","59304","2018HU0405590","4:211000",44,4,"$200,000 or more",301200
"10147","59304","2018HU0406160","6:330000",40,5,"$150,000 to $199,999",153000
"10148","59304","2018HU0406449","4:202000",44,4,"$200,000 or more",232000
"10149","59304","2018HU0407133","2:200000",27,2,"$75,000 to $99,999",90000
"10150","59304","2018HU0407516","2:200000",17,2,"$35,000 to $49,999",35000
